descriptor,PLS1_weight,PLS2_weight,PLS3_weight,PLS4_weight,PLS5_weight,PLS6_weight,PLS7_weight,PLS8_weight,PLS9_weight,PLS10_weight,PLS11_weight,PLS12_weight,PLS13_weight,PLS14_weight,PLS15_weight,PLS16_weight,PLS17_weight,PLS18_weight,PLS19_weight,PLS20_weight
BCUTc-1l,-0.06990154957377304,0.05218191956837032,-0.0066652503393315925,0.09642599646778256,-0.06083685804472622,-0.04543390873036132,0.04173745262252075,0.004061927418180145,-0.021620129565766005,0.02341963735047173,-0.009020039986661196,-0.017635801477322372,0.017196336229011615,-0.02189821344715751,-0.044167947501843656,0.0026840537256960263,0.049074810537810695,0.015138443342101826,-0.0033960219357971996,-0.05776833673254187
BCUTc-1h,-0.061696563249045155,0.06251838324956663,-0.020332577334518886,-0.027014088932956853,-0.06325830242736977,-0.04496322717006934,-0.12767155830478413,0.03837138022287958,0.024983513210449292,0.044228992582784094,0.007362829636298558,-0.02363036411662111,0.029065395861901214,-0.05697027380598069,-0.04059692192534894,-0.0032837314339535305,0.025331931437558658,-0.011491038711493732,0.026641864629160406,0.06184147469791146
BCUTp-1l,-0.030401377426329677,0.031169348188215554,-0.0646695598762286,0.023852387805335766,0.04735388220426748,0.021309123253890727,0.10791304949887723,-0.03022197105572651,-0.0026020547591510904,-0.0018787483195711237,-0.03230520488030126,-0.010103799098171887,-0.026909217014625893,-0.003560201919698774,-0.020426554219277294,0.07607767962764429,-0.057449036328971005,-0.040646739779468914,-0.00447565654725264,0.06345749351409306
BCUTp-1h,0.09382598556913871,-0.018308849088367336,0.03189571539979523,0.10826625995797766,-0.026965597977710445,0.018732517287751136,-0.04213318352869869,0.03774337963491258,-0.019958269077271166,-0.043662553457260146,0.05781609578084587,0.07881817439378652,0.06979334107419682,0.03131874616753601,-0.05776146148086073,0.026867427693265482,-0.012385913813801505,-0.003943317622223599,-0.012977642308766581,0.012282643120002375
nBonds,0.0814611154487843,0.0641356835127939,-0.005356086394018649,-0.009786090770145302,-0.02714726641904212,-0.010345300990197216,0.011593893903560333,0.006810318135565656,0.002253003020226208,-0.006061187786521669,-0.00492026588816091,-0.003965279928046268,-0.005657485183746134,-0.011875904719307285,-0.0006998909102298649,-0.01222711211975176,0.006903951178468118,0.006389402786851201,-0.0028250938446047636,-0.009207649409054268
nBonds2,0.08190030075781242,0.06281707038669812,-0.00024286293934057786,-0.00338962020271832,0.01453042125501999,0.008387313158223738,0.012663286158828963,-0.00792602127289095,-0.01472031354801478,0.016844909397891565,0.0046558521024875205,-0.02638747154750863,-0.009385766743121051,-0.013525387454942639,-0.0036412125719573933,-0.018844364067117106,0.018924835597528798,0.002006307549529276,-0.011349743615828405,-0.009746633863703572
nBondsS,0.07929007523586658,0.06114839130341995,0.003781048488335598,0.003098844200027625,0.030106751838015505,0.01335569663057525,0.006628879326685985,-0.011245269368753554,-0.01985484552644894,0.021510179644168192,0.0035427730728429725,-0.028750290422272846,-0.016754668798683287,-0.01575448683764304,0.0007908389210772132,-0.013904143803163392,0.017135801955458354,0.00039170115814330287,-0.012083091752950368,-0.015160652851709528
nBondsS2,0.06958318100442974,0.06307796689501778,0.011782641551115773,0.011248288016696218,0.03807911952645346,0.03410537892220212,-0.008108386883006458,-0.01147895628692679,-0.033241347416852064,0.018712207487738823,-0.00030710870718141797,-0.03446755218302687,-0.013997810349140124,-0.017685113794611493,0.009305922706763928,-0.008087332081508481,0.016397585979683132,0.003239438113052834,-0.008825726125428444,-0.015608188236634395
nBondsS3,0.05716133760551775,0.0684591638711264,0.02207182150463265,0.023402334402347787,0.022981728561315997,0.04772364339672831,-0.03647802374866142,0.00010532147532467767,-0.03956667627888959,-0.003943322193230741,-0.01761670666613675,-0.021233065413238134,-0.016462202473833544,-0.022144545946227355,0.029820329578915318,0.012824932320577074,0.00037028030101166276,0.010001669159055253,0.003638024839572144,-0.023403770898129016
nBondsD,0.04886401898131058,0.03412453208408577,-0.027794692788814968,-0.045057767772014645,-0.10112912494684775,-0.03162001438671051,0.04658800316981425,0.022879388376992514,0.02810190954010449,-0.018707397851225605,0.018315249672071748,-0.00037771078505846703,0.05551204910311391,0.015323793824325345,-0.025751955182474986,-0.03286122241344361,0.011673116178087323,0.008126920853515232,-0.005442998254565877,0.03595774442890152
nBondsD2,-0.04889524315417171,0.10164444785949486,0.02674647741753736,0.011520060081202953,-0.06565151545257818,0.07122957098026712,-0.004253041441067457,0.03994966602078938,0.004380088784502293,-0.03753673545034817,-0.006230634074295934,-0.03021282222786692,0.08725161726392035,0.028206419287602362,0.022113901978999782,-0.005107272341654477,0.0019235913352980394,0.04038786321291942,-0.007176672875574888,0.04799842393758268
nBondsT,-0.017005095591417305,-0.0010087626344202343,0.00465198261830371,-0.001794731908019151,0.00846203076544181,0.010621802513497517,-0.012015721257788756,-0.03564992067422468,0.015284322190862842,-0.07519251801069822,-0.09996087980969343,0.075436771713639,-0.09839314224308782,-0.05613039750985342,-0.06180203306738699,-0.08199110367772139,0.08034728984931205,0.03902512304212069,0.06944202290293242,-0.030513566061246302
nBondsM,0.050724447609892774,0.006592253440078133,-0.04005553939515002,-0.04912461583460683,-0.07665571153580683,-0.08460601900378577,0.07064216437353714,0.010884530260826827,0.05989865967928445,-0.004214638885018987,0.017072099080989712,0.023760435221464524,0.014236385184721945,0.012239201048335575,-0.04352678680589323,-0.038042708158277094,0.010659569509933473,-0.003866170253401617,-0.009749134664233031,0.018352501963417412
bpol,0.06410022383824639,0.07616245544040058,-0.005989639675933517,0.00632035383817894,0.01437004149980578,0.01178749309076445,-0.011567651383090941,-0.02561699112330697,-0.030840147983570466,0.042640491235618076,-0.0008242834694651131,-0.028956685369481934,-0.03173665671214788,-0.010847747874105963,-0.007400334070556092,-0.018114563711902343,0.005899609433889268,-0.004700605607082957,-0.02058016651347193,-0.014755325636444475
C1SP1,-0.017178419946339996,-0.0008771945850699958,0.0055199466042485535,-0.0006872097734849744,0.0055800177650375425,0.006967095655126756,-0.016229711666545396,-0.04189104731059524,0.021442550601236666,-0.06652294832088045,-0.10218653791740116,0.07912862702355218,-0.08379015982396329,-0.07128655009285609,-0.07247931896657707,-0.07462283398489038,0.07004343063677243,0.05257528785692048,0.06096171277242319,-0.028560286854110675
C2SP1,-0.001432887467856728,-0.005111131218603649,0.007638105825486365,0.0033000199739755044,0.020659801328949946,0.045620465374964406,0.008750390210122142,0.009768005548181963,0.01303450192214426,-0.07923726888029942,-0.04942838962422173,0.05366412512013235,-0.08183714737478205,0.01596277477597862,0.007258232813197676,-0.06624125626104388,0.09587425899779571,-0.007457964591269177,-0.0026268341076745305,0.07202779301840147
C1SP2,-0.08909733212469359,0.11588669225273933,-0.004361760504601613,-0.011481557287236977,-0.03489120019503823,-0.010249342016334623,0.0024824549161664815,-0.02163771452455256,0.00204911553895879,-0.03690203156242991,-0.010829879719767961,-0.004115890741782977,0.012653651470602182,0.03062318006207769,0.0008708989429634782,-0.044431639632544886,-0.010763217780982487,-0.0072559427024308076,0.04186791441271645,0.03233741543702808
C2SP2,0.09341138366422304,-0.029321559263043973,-0.04158920498695608,-0.06336235231080012,-0.06160713912094064,-0.05571300441862899,0.014320111957604608,-0.006307732453942477,0.019092088670856787,-0.01001955488597388,-0.0014582162137792753,-0.010911631343338848,0.011120048965905464,0.016092033538644697,-0.03452086386561405,-0.00523173467347333,0.007826227763401345,-0.010576367870875625,-0.019443456805982116,0.009974042079861948
C3SP2,0.07772316778383322,-0.04771875324529815,0.02067930505035819,0.029670700403096252,-0.07178000329190665,0.07579274974009967,0.10393319371200005,0.09887300275678822,0.04648658798104158,-0.013329697502590446,0.09574386752443935,0.014101094583941752,0.08302734057909987,-0.02883884082576232,0.016292806574712354,-0.04504915751626044,0.027482328889714913,0.11563913517608905,0.01959516740923206,0.009594158809235866
C1SP3,0.06945264941328039,0.020383029711960526,0.035294192546888675,0.0724536358757542,-0.03895628157079916,0.07752095133415837,0.059330583155768245,-0.003917617775639666,-0.07611322414919694,0.03541386982497559,0.10388446329753516,0.047179395567331,-0.019914858194044597,-0.05077130817589026,-0.03215515662506085,-0.00773222976433603,0.002733548668490491,0.024080461623134937,-0.02751314719160582,-0.06455912043451953
C2SP3,0.042588883815548706,0.05026033722693782,0.013271056118933363,0.016073904842828474,0.09392775741443196,0.0008421810114707905,-0.023178233936421093,0.01017255948766211,-0.042066014731076254,-0.009921136430675666,-0.03887387427753388,-0.04784166985632275,-0.0032834284089338184,-0.04000581082094679,0.01686354581395302,0.035745042576615225,0.05135522796368948,-0.0423749146074004,-0.007424306723316316,0.02570381866401821
C3SP3,0.004549719722447155,0.04697226340218028,-0.022777481035065703,-0.00486200944968553,0.08981701761517677,0.05250517345489743,-0.03207285669885237,0.017436572736018698,0.036646702480017945,0.02444872177132727,-0.08871895276664171,-0.051958488527585715,-0.02983044040930853,0.027603272843632107,0.021611819133927315,-0.03747716226862263,-0.011156444799116861,-0.05918939095621153,0.07306765402367493,-0.026235438590597262
C4SP3,-0.017205357363490242,0.029370365068046477,-0.014402731501922282,0.0261613623018185,0.12354582730927567,0.0069305532179050194,-0.003588760329375513,0.07233952538788234,0.033761014817323576,-0.04128639255921519,0.027946275367989964,0.018195770104996085,0.01069800551322472,0.017444086369914822,0.020345683408340202,0.0038886473879674826,-0.0024382861056911854,0.031204887157397394,-0.07166539503556653,-0.07546258492215806
SCH-3,0.005885110925799828,-0.0038885090767590232,0.004727144645135904,0.010683601246006268,0.027263061941975683,-0.06085520713052079,-0.04323083190335613,-0.008009379527511629,-0.043938669862683744,-0.0781479182695444,-0.032597365808269836,-0.06085384079105003,0.027293165555669838,-0.050058231234027896,-0.009615173072151826,-0.012709135705975667,-0.030005065924957736,-0.04406675904313318,0.04267795201385404,-0.022928548908442776
SCH-4,0.019085448993173833,-0.016171989832555876,0.018412302326601435,0.026024672931807293,0.002634528326360778,-0.03435957500321048,-0.032870010936945734,-0.010035674606014445,-0.053056187844183575,-0.09128757368049907,-0.02345986167099026,-0.054756408336057064,0.017242409734849827,-0.048029948540407735,0.0023348520533100275,-0.02335350132797026,-0.06749143450772115,-0.012420066589393928,0.024619143952172497,-0.0476614650486465
SCH-5,-0.029960753893424927,0.037328714068418895,0.002607669540838301,0.1195926601809789,-0.0751405396306562,-0.023223867190709676,0.0550478870716276,0.03506352593591964,0.053676968262222347,-0.021318320620148035,-0.06738605668824742,-0.041254734288026104,-0.0863675166472617,0.04828228198183893,0.023431791118009075,0.011220285609757045,-0.04911950766312207,-0.06862913702805677,0.0313631444227176,-0.021486255167269836
SCH-6,0.0334016266176249,0.0403425921274624,-0.05929504515379994,0.054921736179649794,-0.02125836855781992,-0.06691674179381253,0.03841651511748468,0.046946449250802096,0.06905491304951719,-0.05491204405180424,-0.04898216212605567,0.0156970492845166,0.024275302163118694,-0.03807994754110518,-0.01685178866300854,0.025243768044682292,-0.05851129790165571,-0.029893782214352033,-0.009201144201553442,-0.0047836127405701334
SCH-7,0.021742884269075332,0.034995455079147884,-0.054581153132202784,0.024195012732550158,0.020365837677713022,-0.05681854330982924,0.0215022980558772,0.06699026385504839,0.13200960412455998,-0.03521737731648321,-0.052543197965618356,0.018625927129857243,0.02126954669377122,-0.02637791169508263,0.0159024743659566,0.048781239673070756,-0.06677181375218429,-0.018967511235850262,-0.013196118922324,-0.004972133926490754
VCH-3,0.005885110925799837,-0.003888509076759016,0.00472714464513591,0.010683601246006263,0.027263061941975694,-0.06085520713052085,-0.043230831903356075,-0.00800937952751165,-0.04393866986268369,-0.07814791826954454,-0.032597365808269795,-0.06085384079105005,0.02729316555566975,-0.05005823123402775,-0.009615173072151826,-0.012709135705975656,-0.030005065924957754,-0.04406675904313325,0.042677952013854124,-0.022928548908442727
VCH-4,0.019250841638611217,-0.016397652705009372,0.019020075460650144,0.02696396716524791,0.003406446078288724,-0.03477213674035617,-0.03242462749597331,-0.008467765358533465,-0.053681516579633035,-0.08947020580101431,-0.0315980921266935,-0.06315929197829101,0.011331647008748141,-0.04070477261269348,0.008897254450768926,-0.03175091958662978,-0.07663562506399525,-0.00406006411836442,0.014602149333408818,-0.06278901497402516
VCH-5,0.007355616701586979,0.015039851464719239,0.02369590226757512,0.1414998553983,-0.07793939698458043,0.025269895461604283,0.04714445978225762,0.04647313545190302,0.007254181244965732,-0.0586820545796357,-0.05995181045636825,-0.010806191732105865,-0.057699950239110585,0.026623778890838626,-0.06131812499743664,0.10384417049263653,0.011101344195439561,-0.10134023784143732,0.01601038499189448,0.031690951816479324
