dataset_name,component,component_index,explained_variance,explained_variance_ratio,cumulative_explained_variance_ratio
primary_remove_constant_only,PC64,64,0.8579804550683828,0.0017014797907016618,0.9470335944546516
primary_remove_constant_only,PC65,65,0.8325064002683413,0.00165096163591917,0.9486845560905708
primary_remove_constant_only,PC66,66,0.8168200256274702,0.0016198536435597288,0.9503044097341306
primary_remove_constant_only,PC67,67,0.7864133020560081,0.0015595534055383728,0.9518639631396689
primary_remove_constant_only,PC68,68,0.7710268568234144,0.0015290402097431267,0.953393003349412
primary_remove_constant_only,PC69,69,0.7472116926315062,0.001481811837178924,0.9548748151865909
primary_remove_constant_only,PC70,70,0.7357309865713256,0.0014590441980922896,0.9563338593846832
primary_remove_constant_only,PC71,71,0.7029192035845365,0.0013939744341843684,0.9577278338188675
primary_remove_constant_only,PC72,72,0.6675361691968681,0.0013238055654313833,0.9590516393842989
primary_remove_constant_only,PC73,73,0.6621545283022751,0.001313133115763245,0.9603647725000621
primary_remove_constant_only,PC74,74,0.6287289085375837,0.0012468460387263125,0.9616116185387884
primary_remove_constant_only,PC75,75,0.6117654416920336,0.0012132054169062727,0.9628248239556947
primary_remove_constant_only,PC76,76,0.56587770438972,0.001122204442234081,0.9639470283979288
primary_remove_constant_only,PC77,77,0.5564241728213315,0.0011034569371838742,0.9650504853351126
primary_remove_constant_only,PC78,78,0.5357277765067252,0.001062413461354523,0.9661128987964671
primary_remove_constant_only,PC79,79,0.5156180112553834,0.0010225333464069333,0.967135432142874
primary_remove_constant_only,PC80,80,0.4840052711654778,0.0009598414306716364,0.9680952735735456
primary_remove_constant_only,PC81,81,0.47636299985088565,0.0009446858754139106,0.9690399594489596
primary_remove_constant_only,PC82,82,0.4703055705617453,0.0009326732550119049,0.9699726327039715
primary_remove_constant_only,PC83,83,0.45521884298230025,0.00090275443584463,0.9708753871398161
primary_remove_constant_only,PC84,84,0.4487374553043111,0.0008899010542965359,0.9717652881941127
primary_remove_constant_only,PC85,85,0.4175264155374407,0.000828005759250586,0.9725932939533632
primary_remove_constant_only,PC86,86,0.3952364186446885,0.0007838019792882582,0.9733770959326515
primary_remove_constant_only,PC87,87,0.3724758328707463,0.0007386649642314202,0.974115760896883
primary_remove_constant_only,PC88,88,0.34766503511141006,0.0006894621289811323,0.9748052230258641
primary_remove_constant_only,PC89,89,0.3447228547197671,0.0006836274267482239,0.9754888504526124
primary_remove_constant_only,PC90,90,0.33428033671340646,0.0006629186410796218,0.976151769093692
primary_remove_constant_only,PC91,91,0.32376650159116804,0.0006420684248799624,0.976793837518572
primary_remove_constant_only,PC92,92,0.3144216515568696,0.0006235364485551295,0.9774173739671271
primary_remove_constant_only,PC93,93,0.3100699889089884,0.0006149065712571309,0.9780322805383843
primary_remove_constant_only,PC94,94,0.3024280990399243,0.000599751772452368,0.9786320323108367
primary_remove_constant_only,PC95,95,0.29190374046281087,0.0005788806869593668,0.9792109129977961
primary_remove_constant_only,PC96,96,0.2764341840183278,0.000548202671503515,0.9797591156692995
primary_remove_constant_only,PC97,97,0.2714711930909995,0.0005383604557346118,0.9802974761250342
primary_remove_constant_only,PC98,98,0.25609376605002354,0.0005078651441122457,0.9808053412691464
primary_remove_constant_only,PC99,99,0.25546954516200676,0.0005066272380275322,0.981311968507174
primary_remove_constant_only,PC100,100,0.2448530947993445,0.00048557352330204064,0.981797542030476
