SMILES,IC50_nM,pIC50,IC50_nM_iqr_lower,IC50_nM_iqr_upper,flag_IC50_nM_iqr_outlier,pIC50_iqr_lower,pIC50_iqr_upper,flag_pIC50_iqr_outlier
CCCCN(C)C(=O)CCCCCCCCCCS[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,9.0,8.04575749056067,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)cc4,18.0,7.74472749489669,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2O[C@H]([C@H](Sc2c1)c3cccc(O)c3)c4ccc(OCCN5CCCC5)cc4,1.0,9.0,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,21.0,7.67778070526608,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)cc4,15.0,7.82390874094432,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,4.0,8.39794000867204,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCCC5)c(Br)c4,5.0,8.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3S[C@H]2c4ccc(OCCN5CCCC5)c(Br)c4,4.0,8.39794000867204,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1cccc(c1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,4.0,8.39794000867204,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,110.0,6.95860731484177,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(CCCc1ccc(F)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCNCC4,240.0,6.61978875828839,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(C[C@@H]1C[C@@H]1c2ccccc2)c3nc(NCCc4ccc(O)cc4)nc(n3)N5CCNCC5,565.0,6.24795155218056,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(Cc5csc(C)n5)CC4,150.0,6.82390874094432,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(CCCc1ccc(Cl)cc1)c2nc(NCCc3ccc(O)cc3)nc(n2)N4CCN(CCO)CC4,30.0,7.52287874528034,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(CCNc2nc(SCCCc3ccc(Cl)cc3)nc(n2)N4CCNCC4)cc1,80.0,7.09691001300806,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
COc1cccc2OC(c3ccccc3)c4c(Br)c(NS(=O)(=O)C)ccc4c12,2281.0,5.64187471472335,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C(=C(CC(F)(F)F)c2ccccc2)c3ccc(O)cc3,9.0,8.04575749056067,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C(=Cc2ccccc2)c3ccc(O)cc3,150.0,6.82390874094432,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC\C(=C(/c1ccccc1)\c2ccc(OCCN(C)C)cc2)\c3ccccc3,500.0,6.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,15.0,7.82390874094432,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,500.0,6.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,30.0,7.52287874528034,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCCC(=C(c1ccc(O)cc1)c2ccc(O)cc2)c3ccccc3,50.0,7.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC\C(=C(/c1ccccc1)\c2ccc(O)cc2)\c3ccccc3,7.0,8.15490195998574,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,0.33,9.48148606012211,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCc1c(oc(c2ccc(O)cc2)c1c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,65.0,7.18708664335714,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc15,14.0,7.85387196432176,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CCCCCC4)cc3)c5ccc(O)cc15,23.0,7.63827216398241,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1c(c2ccc(O)cc2)n(CCCCCCN3CCCC3)c4ccc(O)cc14,25.0,7.60205999132796,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1cc(O)c2C(=O)c3c(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)cc(O)cc3C(=O)c2c1,20000.0,4.69897000433602,-6154.625000000001,10329.775000000001,True,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=O,1300.0,5.88605664769316,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2=COc3cc(O)ccc3C2=O,6300.0,5.20065945054642,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1cc(O)c2C(=O)c3c(O)cc(O)cc3C(=O)c2c1,2700.0,5.56863623584101,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,1100.0,5.95860731484177,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1ccc(cc1)S(=O)(=O)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCC5)cc4,24.8,7.60554831917378,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)C(=O)c4ccccc4,160.0,6.79588001734407,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4cccs4,50.0,7.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)c3ccc(\C=C\C(=O)N4CCOCC4)cc3)c5ccccc5,5.9,8.22914798835786,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)S(=O)(=O)c3cccc4ccccc34)c5ccc(OCCN6CCCC6)cc5,5.6,8.2518119729938,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(C)C(=O)\C=C\c1ccc(cc1)N2CCc3cc(O)ccc3C2c4ccccc4,8.0,8.09691001300806,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(C(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,0.5,9.30102999566398,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)S(=O)(=O)c4ccccc4,120.0,6.92081875395237,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(Cc3ccc4OCOc4c3)CCc2c1)c5ccc(OCCN6CCCC6)cc5,9.2,8.03621217265444,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(CC3CCCCC3)N(CCc2c1)c4ccccc4,53.1,7.27490547891853,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(Cc3ccccc3)N(CCc2c1)c4ccccc4,6.7,8.17392519729917,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)C(=O)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,562.0,6.25026368443094,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2CN(Cc3ccccc3)Cc4cc(O)ccc24,20.1,7.69680394257951,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(C3CCCCC3)N(CCc2c1)c4ccccc4,29.8,7.52578373592374,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)S(=O)(=O)c4cccc5ccccc45,28.0,7.55284196865778,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)C(=O)C(F)(F)F)c3ccc(Br)cc3,165.0,6.78251605578609,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2CN(Cc3cc(O)ccc23)C(=O)C(F)(F)F,122.7,6.911155437273,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)S(=O)(=O)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,5.2,8.2839966563652,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2N(CCc3cc(O)ccc23)C(=O)C(F)(F)F,53.6,7.27083521030723,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)S(=O)(=O)c3ccc4ccccc4c3)c5ccc(OCCN6CCCC6)cc5,112.0,6.95078197732982,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)C(=O)C(F)(F)F)c3ccccc3,235.0,6.62893213772826,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCCc1ccc(cc1)S(=O)(=O)N2CCc3cc(O)ccc3C2c4ccc(OCCN5CCCC5)cc4,29.4,7.53165266958784,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccccc4,30.7,7.51286162452281,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)C(=O)C(F)(F)F)c3cccs3,385.0,6.4145392704915,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,11.5,7.93930215964639,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC(C)C1N(CCc2cc(O)ccc12)c3ccccc3,42.7,7.36957212497498,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(Cc3ccccc3)CCc2c1)c4ccc(OCCN5CCCC5)cc4,4.7,8.32790214206428,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C(N(CCc2c1)C(=O)C(F)(F)F)c3ccc(OCCN4CCCC4)cc3,28.7,7.54211810326601,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCOC(=O)N1CCc2cc(O)ccc2C1c3ccc(OCCN4CCCC4)cc3,44.3,7.35359627377693,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@@H]2Sc3cc(O)c(F)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,13.5,7.86966623150499,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCCCC5)cc4,3.0,8.52287874528034,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2=Nc3c(O)cc(O)cc3OC2,33000.0,4.48148606012211,-6154.625000000001,10329.775000000001,True,2.1030315294828603,10.847356848969733,False
Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,28.0,7.55284196865778,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@@H]2Sc3c(Cl)c(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,2.4,8.61978875828839,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(C)CCOc1ccc(cc1)[C@@H]2Oc3ccc(O)cc3S[C@@H]2c4cccc(O)c4,1.4,8.85387196432176,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCC1Oc2cc(O)ccc2N=C1c3ccc(O)cc3,850.0,6.07058107428571,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2[C@H]([C@H](CCc2c1)c3ccccc3)c4ccc(OCCN5CCCC5)cc4,4.0,8.39794000867204,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2C3=Nc4ccc(O)cc4OC3Cc2c1,5600.0,5.2518119729938,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,71.0,7.14874165128092,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1cc2S[C@H]([C@H](Oc2cc1O)c3ccc(OCCN4CCCCC4)cc3)c5ccc(O)cc5,34.9,7.45717457304082,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1(C)Oc2cc(O)ccc2N=C1c3ccc(O)cc3,8600.0,5.06550154875643,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCC(=C(c1ccc(O)cc1)c2ccc(OCCN(C)C)cc2)c3ccccc3,17.0,7.76955107862173,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@@H]2Sc3ccc(O)cc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,1.6,8.79588001734407,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1cccc(c1)C2Sc3cc(O)ccc3OC2c4ccc(OCCN5CCCCC5)cc4,3.0,8.52287874528034,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1CCN(CCOc2ccc(cc2)[C@@H]3Oc4ccc(O)cc4S[C@@H]3c5cccc(O)c5)CC1,0.8,9.09691001300806,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCC1Oc2cc(O)cc(C)c2N=C1c3ccc(O)c(Br)c3,180.0,6.74472749489669,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,2800.0,5.55284196865778,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@@H]2Sc3c(F)c(O)ccc3O[C@@H]2c4ccc(OCCN5CCCCC5)cc4,0.8,9.09691001300806,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1ccc(cc1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCC5)cc4,31.0,7.50863830616573,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)[C@H]2[C@H](Oc3ccc(O)cc3S2(=O)=O)c4ccc(OCCN5CCCCC5)cc4,1090.0,5.96257350205938,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CN(C)c1cccc(c1)N2CCc3cc(O)ccc3C2(C)c4ccc(OCCN5CCCCC5)cc4,71.0,7.14874165128092,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Cc1cc(O)cc2O[C@@H]([C@@H](Sc12)c3ccc(O)cc3)c4ccc(OCCN5CCCCC5)cc4,2.0,8.69897000433602,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc2OC(C(Sc2c1)c3ccccc3)c4ccc(OCCN5CCCCC5)cc4,11.9,7.92445303860747,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CCC1Oc2cc(O)cc(O)c2N=C1c3ccc(O)cc3,1200.0,5.92081875395237,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCCC5)cc4,35.0,7.45593195564972,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
Oc1ccc(cc1)C2=C(Oc3ccc(O)cc3S2)c4ccc(OCCN5CCCCC5)cc4,1.6,8.79588001734407,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1(N(CCc2cc(O)ccc12)c3ccc(Cl)cc3)c4ccc(OCCN5CCCC5)cc4,27.0,7.56863623584101,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
CC1(N(CCc2cc(O)ccc12)c3cccc(Cl)c3)c4ccc(OCCN5CCCCC5)cc4,49.0,7.30980391997149,-6154.625000000001,10329.775000000001,False,2.1030315294828603,10.847356848969733,False
