SMILES,T2_score,SPE_score,flag_T2_ge_empirical_99pct,flag_SPE_ge_empirical_99pct,flag_multivariate_outlier_empirical
CC(=N)\C(=C(\O)/CSc1oc(nn1)c2ccc(OC(F)F)cc2)\C#N,153.45437758361774,574.786598629346,True,False,True
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,151.17113107840345,5575.67203874171,True,True,True
CC[C@H](C)[C@H](NC(=O)C(CC)NC(=O)[C@@H](N)CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)NC(CC)C(=O)N[C@@H](CCCNC(=N)N)C(=O)NC(CC(C)(C)C)C(=O)N[C@@H](CC(C)C)C(=O)NCC(=O)N,143.24786886565644,552.7348770211755,True,False,True
CC1=CC2=CC[C@H]3[C@@H]4CC[C@@](O)(C#C)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,136.20170447094065,80.66453612087072,True,False,True
Oc1ccc2nc(cc(C#C)c2c1)c3cc(F)c(O)c(F)c3,136.0942013228799,114.9281273720015,True,False,True
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@]2(O)C#C,133.17643638234253,63.61786316194174,True,False,True
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@]2(O)C#C,133.17643638234253,63.61786316194174,True,False,True
CC[C@H](C)[C@@H]1NC(=O)[C@@H](CSSC[C@H](NC(=O)[C@H](CC(C)C)NC1=O)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCC(=O)N)C(=O)N)NC(=O)[C@@H](N)CCCCN,133.03867938541367,715.912901296302,True,False,True
Oc1ccc2nc(cc(C#C)c2c1)c3ccc(O)c(F)c3,132.92219605186952,91.15143714227975,True,False,True
Oc1ccc2cc(cc(C#C)c2c1)c3ccc(O)c(F)c3,130.63656225684642,88.90679123185137,True,False,True
CC1=C(SCCC#N)S\C(=C\2/SC(=C(SCCC#N)S2)C)\S1,120.91406257551853,925.5261326714103,False,True,True
CCCCOC(=O)c1ccc(O)c(I)c1,97.1578791168162,1038.9724945754188,False,True,True
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Br)C(=O)c3ccccc13,94.79035826529348,3820.806262159455,False,True,True
CCOP(=O)(OCC)C1(NS(=O)(=O)c2ccccc2)C=C(Cl)C(=O)c3ccccc13,92.14273736635005,3566.9278172571658,False,True,True
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCC[N+](C)(C)C)cc3)c4ccc(O)cc14,63.41763142452481,7673.619871514831,False,True,True
CCOC(=O)CSC1=NN(C)C(=S)S1,50.89903910619389,853.9422949045231,False,True,True
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6(CCC6)C5)cc4,46.47104622443105,1132.2813550504166,False,True,True
CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],40.18376614630647,832.1466470651881,False,True,True
Fc1ccc(CNC(=O)C2=CC3=C(N=C4C=CC=CN4C3=O)N(Cc5cccnc5)C2=N)cc1,39.428834269514965,825.2209190324745,False,True,True
CC1(C)Cc2c(CO1)sc3c4nnnn4c5nnnn5c23,35.75980102051543,948.8026919853776,False,True,True
CCCCCCCCOC(=O)c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-],35.73052615695353,866.9327715064081,False,True,True
CCC1=NN2C(=NC(=O)\C(=C\c3oc(SCc4occc4)cc3)\C2=N)S1,29.312303340518806,856.8707371068325,False,True,True
[O-][N+](=O)c1ccc(Oc2cccc(\C=N\NC(=O)c3cncc(Br)c3)c2)c(c1)[N+](=O)[O-],26.335937448012448,883.785848216979,False,True,True
[O-][N+](=O)c1cc(ccc1Cl)C(=O)NNC(=O)c2ccc(SCC3CCCO3)c(c2)[N+](=O)[O-],25.105782291376432,899.6044878646303,False,True,True
C[C@@H]1CCCCCCCc2cc(OC(=O)C)cc(OC(=O)C)c2C(=O)O1,19.391774888350284,2070.2270470106846,False,True,True
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC7CC(C6)CC5C7)cc4,15.501744073374494,904.1427965445989,False,True,True
Oc1cc(C#C)c2cc(ccc2c1)c3ccc(O)c(F)c3,129.51973939120668,99.8808608570518,False,False,False
Oc1ccc(cc1)c2oc3c(cc(O)cc3n2)C#C,129.1636670900536,128.85245171891103,False,False,False
Oc1ccc(cc1)c2cc(C#C)c3cc(O)ccc3n2,128.8304374064231,82.68912473632736,False,False,False
FC(F)Oc1ccc(cc1)c2oc(SCC(=O)NC(=O)NCc3occc3)nn2,127.07317832667171,210.28263209681194,False,False,False
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,125.30972417598973,162.74915608446395,False,False,False
C[C@@H]1CC2=C(CCC(=O)C2)[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@H]13,117.10401955977554,110.9924291190959,False,False,False
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@H]34)[C@@H]1CC[C@@]2(O)C#C,116.40991304738179,75.36689926986747,False,False,False
COc1ccc2[C@H]3CC[C@@]4(C)[C@@H](CC[C@@]4(O)C#C)[C@@H]3CCc2c1,115.70629473344898,82.14790169807696,False,False,False
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,114.84409006413334,67.6566013657976,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,110.19442543742245,101.7832456822326,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C#C)C1CC[C@@H]2O,108.07777414900657,109.32001501723659,False,False,False
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,106.51013201293826,200.22496585912862,False,False,False
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3C2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,101.23920675093635,144.7945812278345,False,False,False
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,101.23920675093635,144.7945812278345,False,False,False
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,101.23920675093635,144.7945812278345,False,False,False
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,95.95486370198493,133.17351206489354,False,False,False
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)F)cc1,95.50286007764586,149.07786314001868,False,False,False
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,91.31871477575872,353.0297780741652,False,False,False
CN(C)CCOc1ccc(cc1)\C(=C(\CCC(F)F)/c2ccccc2)\c3ccc(O)cc3,82.17708676570119,77.15969459935471,False,False,False
OC(=O)CCc1cc(Br)c(OCc2cccc(Br)c2)c(Br)c1,82.17537260685813,553.7871752598338,False,False,False
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCC(F)F)cc4,81.31616958510303,163.54254172517807,False,False,False
Oc1ccc(cc1F)c2oc3c(C=C)c(Br)c(O)c(Br)c3n2,75.5713898024554,243.4830773808386,False,False,False
CCCCC12CCC(=O)C(=C1c3ccc(O)cc3C2)I,69.61190441464046,641.5154213298063,False,False,False
Oc1c(Cl)cc(Cl)c(Cl)c1Cc2c(O)c(Cl)cc(Cl)c2Cl,66.80156095962435,811.6664888800232,False,False,False
Nc1c(C#N)c(cc(c2ccccc2)c1C#N)c3occc3,66.7395436369991,254.9368345682711,False,False,False
CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,64.41426578665418,140.96561064389437,False,False,False
CC(=CCc1c(O)c(CC(O)C(=C)C)c2OC=C(C(=O)c2c1O)c3ccc(O)c(O)c3)C,64.38232576854978,143.84667255007787,False,False,False
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,63.901371430940515,199.17176001603627,False,False,False
CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,63.82478139240609,138.7689903087075,False,False,False
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,62.98476240921332,175.75704805342247,False,False,False
Cc1cccc(OCc2nnc(SCC(=O)NC(=O)NCc3occc3)n2CC=C)c1,61.30384519199804,141.34664427632026,False,False,False
Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,60.587187860079936,96.80527217414114,False,False,False
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,60.459393734355146,117.6059406684615,False,False,False
C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,60.459393734355146,117.6059406684615,False,False,False
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3F,60.409041411135284,101.06829019180807,False,False,False
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,59.66998282553145,208.96024970317984,False,False,False
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,58.91360724128019,457.49057597704757,False,False,False
Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,58.868466538000575,134.89750236186805,False,False,False
CC1CC(n2nc(cc2N1)C(=O)O)C(F)(F)C(F)(F)F,58.71261348400225,537.7607038778145,False,False,False
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccccc4C#N,57.62246684007842,182.12302868840987,False,False,False
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,57.567982586472574,121.96447939170312,False,False,False
CC(F)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,56.83383077639198,101.75792835420475,False,False,False
Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,56.124347862309634,148.07889408935645,False,False,False
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc(c4)C#N,55.92585420127281,176.34371208185846,False,False,False
Oc1cc(F)c(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,55.81731832570229,114.81295406934909,False,False,False
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,55.11088520158689,267.6423589494917,False,False,False
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,54.940383089743484,163.43055086023548,False,False,False
Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,54.86000883793634,134.93266023717513,False,False,False
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,54.857908216063684,99.04086246001259,False,False,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC6CC6C5)cc4,54.74674741130026,560.8431444903886,False,False,False
Oc1ccc(cc1)S(=O)(=O)N(CC=C)c2ccccc2,54.739726378489564,116.77567413516304,False,False,False
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CC5CC5)CCC1=O,54.45234247001878,525.540844452944,False,False,False
C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,54.16838181799984,62.13617701255066,False,False,False
Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,54.034951209456835,132.46519289603913,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,53.8825226704703,107.65726950368455,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,53.8825226704703,107.65726950368455,False,False,False
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3,53.7888399289519,76.14141973593621,False,False,False
CCC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,53.35834284599683,62.15402405327487,False,False,False
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,53.08400909325728,59.47559877998222,False,False,False
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,52.35779230077907,120.20083833668849,False,False,False
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,52.29880625093063,78.19314269342219,False,False,False
BrC1=C2c3ccc4[nH]ncc4c3C[C@]2(CCC5CC5)CCC1=O,52.116804298838325,519.5537570845556,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC=C)C1CC[C@@H]2O,51.91798368788349,43.878164052348225,False,False,False
Oc1ccc(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,51.716894267687394,92.51726472168276,False,False,False
CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,51.63429063047535,182.0476592813588,False,False,False
COc1ccccc1[C@H](c2cccc3ccccc23)[C@@](C)(C#N)C(=O)N4CCC(CC4)c5cccc(c5)C(F)(F)F,51.13715934569179,125.38005757008324,False,False,False
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,50.99573929855274,118.42214671989575,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34C=C)C1CC[C@@H]2O,50.95356365833613,46.252943845100916,False,False,False
C[C@]12CC[C@H]3[C@@H](CC=C4C[C@@H](O)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,50.95356365833613,46.252943845100916,False,False,False
Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,50.704164796331874,76.05114037589527,False,False,False
[O-][N+](=O)c1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,50.57045858559076,419.6741522141821,False,False,False
CCOC(=O)C1=C2N(C(=O)C(S1)c3ccccc3OC)C(=C(N)/C/2=C\c4ccccc4OC)C#N,50.35269184008594,360.01160163461407,False,False,False
CC1CCc2c(C1)sc(NC(=O)c3oc(Cn4cc(cn4)[N+](=O)[O-])cc3)c2C#N,50.113202458662194,359.5897353112333,False,False,False
CC(C)[C@]1(O)CC[C@@]2(C)[C@H](O)CCC(=C)[C@@H]2[C@H]1O,49.9900024167203,175.31687154632397,False,False,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@H]6C[C@@H]56)cc4,49.463102060526865,480.68291690802215,False,False,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H]6C[C@H]56)cc4,49.463102060526865,480.68291690802215,False,False,False
Oc1ccc(c(F)c1)c2oc3c(CC=C)cc(O)cc3n2,49.10938227386105,89.66175666908147,False,False,False
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,48.87113227617083,508.65565100813035,False,False,False
Oc1ccc2nc(cc(C=C)c2c1)c3ccc(O)c(F)c3,48.62386692862391,80.42569083071814,False,False,False
CN1N=C(SCC(=O)Nc2nc(C)cc(C)n2)SC1=S,48.44019013782344,600.3063974758763,False,False,False
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CCC1,48.30213836169242,769.4778898771015,False,False,False
Oc1ccc(cc1)c2oc3c(C=C)cc(O)cc3n2,48.036247652865185,67.1572262407487,False,False,False
Cc1cc(O)ccc1c2oc3c(C=C)cc(O)cc3n2,47.932578180561585,63.81213400316183,False,False,False
CC\C(=C(/c1ccc(O)cc1)\c2ccc(OCCNCCCCCCCCCCF)cc2)\c3ccccc3,47.398718446049095,82.69855820762267,False,False,False
CC(=C)c1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,47.24031693012176,137.4880948098042,False,False,False
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,47.20272100993887,85.11658379109245,False,False,False
Oc1cc(C=C)c2cc(ccc2c1)c3ccc(O)c(F)c3,46.944549001907845,84.60418695319478,False,False,False
Cc1cc(O)c(C)c2c1c3ccc(O)c(C)c3OC2(C)CC=C,46.60468158091052,119.6021995724908,False,False,False
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,46.2542055790642,453.6571028851956,False,False,False
CC1=CC=CN2C(=O)C3=C(N=C12)N(C(=O)C(=C3)C#N)c4ccc(C)cc4,45.551464086365655,214.78593547700794,False,False,False
Oc1ccc(cc1)c2oc3c(CC=C)cc(O)cc3n2,45.273275606347326,64.1016230750699,False,False,False
COc1cc(cc2OCOc12)C3C(=C(N)OC4=C3C(=O)OC(=C4)C)C#N,45.029628113354335,332.1989768553225,False,False,False
Cc1ccc2[nH]c(nc2c1)\C(=C/c3ccc(N4CCCCC4)c(c3)[N+](=O)[O-])\C#N,44.81575746422104,436.9333106315253,False,False,False
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,44.782514919877755,186.85602814457104,False,False,False
Oc1ccc(cc1)c2cc(C=C)c3cc(O)ccc3n2,44.44658905794449,69.88695624891855,False,False,False
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,44.37154834980386,152.76385594150153,False,False,False
FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,44.33919488064175,165.56576188284072,False,False,False
NC(=N)N\N=C\C1=C(Cl)c2ccccc2CC1,44.29217371468809,756.4475417093436,False,False,False
Cc1oc2cc(ccc2n1)C3=C(c4ccc(O[C@H]5CCN(CCCF)C5)cc4)c6ccc(O)cc6CCC3,43.615434554311804,110.51378566810551,False,False,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CC[C@@H](F)C5)cc4,43.36679176569853,49.79308740923351,False,False,False
NC1=C(C#N)C(C2=C(O1)\C(=C/c3cocc3)\CCC2)c4cocc4,42.882680741278726,254.57041879266546,False,False,False
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,42.8808179277443,447.50680022703926,False,False,False
CC#C[C@@]1(O)CC[C@]2(CC=C)[C@H](CCc3cc(O)ccc23)C1,42.70838061731602,399.6449359313059,False,False,False
Clc1cccc(c1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,42.56722194962266,136.0863684602871,False,False,False
OC1CCC(CC1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,42.55213497160278,88.750372568299,False,False,False
Clc1ccc(cc1)N2CCN(CC2)C(=O)CCCN3C(=S)Nc4ccccc4C3=O,42.5310301386906,139.07878752950725,False,False,False
NCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,42.50036031073798,420.94953182123646,False,False,False
Cc1cc(C=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,42.39588283258019,115.77437798679397,False,False,False
CN(C)CCOc1ccc(cc1)\C(=C(\CCCF)/c2ccccc2)\c3ccc(O)cc3,42.280616022020325,67.01397661269814,False,False,False
C\C(=C(\Cl)/c1ccccc1)\C=N\NC(=N)N,42.03464334093049,766.7784374101253,False,False,False
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,41.94697778526555,456.97436416156523,False,False,False
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(CC1)c2ccc(cc2)C#N)N3C(=S)Nc4ccccc4C3=O,41.70582021784506,221.4615996363726,False,False,False
C[C@H](CF)CN1[C@H](c2ccc(\C=C\C(=O)O)cc2)c3ccc(O)cc3CC1(C)C,41.67018697201998,74.76383643772998,False,False,False
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,41.651510918994454,302.12064406745753,False,False,False
OCCCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,41.358721174805154,316.2046718645666,False,False,False
COc1ccc(cc1F)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,41.346849800209526,76.64554212848563,False,False,False
CN1CCC(=CC1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,41.038532918280154,116.6644168081717,False,False,False
CCCC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,40.80335480113457,96.21658197632901,False,False,False
C[C@]12CC[C@H]3[C@@H](CC[C@H]4[C@H]5CCC[C@@]34CC[C@@H]5O)[C@@H]1CC[C@@H]2O,40.794448479149985,204.56466708735965,False,False,False
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]nc(F)c4c3C2)C(F)(F)F,40.726564725758664,97.850934742984,False,False,False
CSC1=N\C(=C/c2oc(Br)cc2)\C(=O)S1,40.7132884347796,276.7812918124233,False,False,False
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],40.57771341404954,666.142936966869,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Cl)C1CC[C@@H]2O,40.56265495932826,164.3138427907944,False,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/Cl)C1CC[C@@H]2O,40.56265495932826,164.3138427907944,False,False,False
COc1ccc(C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2)c(C)c1,40.185962314833034,80.66669505245984,False,False,False
Cc1c(O)ccc2c1OC(=O)c3cc(C=C)ccc23,40.150440620788665,110.37543739930766,False,False,False
Oc1cccc(c1)C2=C(c3ccc(O[C@H]4CCN(CCCF)C4)cc3)c5ccc(O)cc5CCC2,40.012231929663315,81.15613193602191,False,False,False
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3ccc(\C=C\C(=O)O)cc3,39.92542774428984,70.0861622100993,False,False,False
Cc1nn(c(Cl)c1\C=N\Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)Nc3ccccc3C(=O)O)c4ccccc4,39.80742448919963,540.9211190424634,False,False,False
Cc1c(O)ccc2c1CCc3cc(O)cc(C=C)c23,39.76075196154531,112.8370618235711,False,False,False
Cc1cc(CC=C)c2c(c1)C(=O)Oc3c(C)c(O)ccc23,39.64633875187806,112.90099845922327,False,False,False
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(OCCN5CCC(F)CC5)cc4,39.0787701208858,56.894542072678064,False,False,False
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,38.932522521721665,425.37247068627914,False,False,False
NCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,38.91539074073042,454.89399620638625,False,False,False
CCCCCCCCCCCCCCCCCCNCCOc1ccc(cc1)\C(=C(\CC)/c2ccccc2)\c3ccc(O)cc3,38.699079394002,137.98042531977137,False,False,False
