SMILES,T2_score,SPE_score,flag_T2_ge_empirical_99pct,flag_SPE_ge_empirical_99pct,flag_pca_outlier_empirical,pIC50,flag_reason
Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,109.25379872795244,162.20787925237062,False,False,False,5.78781239559604,not_flagged
CN1N=C(c2c(c(N)n(C3CCCCC3)c2C1=O)c4nc5ccccc5s4)[N+](=O)[O-],107.05613520082946,509.4467896360024,False,False,False,5.30251434217388,not_flagged
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccccc4C(F)F)cc1,106.19245085213451,97.69110628563601,False,False,False,7.2839966563652,not_flagged
CC[C@@]12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,103.71599453677635,170.63066031002393,False,False,False,6.32790214206428,not_flagged
CCCCC12CCC(=O)C(=C1c3ccc4[nH]ncc4c3C2)C5CC5,102.95611784169903,179.51977008509724,False,False,False,6.37468754903833,not_flagged
Cc1cc(F)ccc1C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(cc4OC2=O)C(F)F,102.49832936115995,100.10359443460915,False,False,False,6.4089353929735,not_flagged
C=CCN1C(=O)C(=CC2=C1N=C3C=CC=CN3C2=O)C#N,102.3602556085884,301.1334035916506,False,False,False,4.34979683667053,not_flagged
CC1(N(CCc2cc(O)ccc12)c3ccc(cc3)C4CC4)c5ccc(\C=C\C(=O)O)cc5,101.1319279897186,180.63130936500642,False,False,False,7.4089353929735,not_flagged
Oc1c(Cl)cc(Cl)cc1Sc2cc(Cl)cc(Cl)c2O,91.62698904709325,161.68554645138246,False,False,False,5.40440678922252,not_flagged
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\C(=O)NCC(F)F)cc4,90.57150785768333,119.17926712747786,False,False,False,5.9303319030884,not_flagged
NC(=S)N1NC(=C(\N=N\c2ccc(O)cc2)C1=O)c3ccc(cc3)[N+](=O)[O-],89.95917157475252,437.7005157919954,False,False,False,4.95781722319597,not_flagged
Oc1ccc(cc1F)c2oc3c(C=C)c(Br)c(O)c(Br)c3n2,87.69801169665804,190.18362193640547,False,False,False,6.09528445472132,not_flagged
CN(C)CCOc1ccc(cc1)\C(=C(\CCC(F)F)/c2ccccc2)\c3ccc(O)cc3,86.30458113293939,56.348475110732956,False,False,False,5.76955107862173,not_flagged
NCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,83.04551673630858,259.61955016557266,False,False,False,8.0,not_flagged
Cc1snc2sc(C(=O)c3ccc(Br)cc3)c(N)c12,82.53170258561266,214.55207481272643,False,False,False,4.54939174624062,not_flagged
Nc1c(C#N)c(cc(c2ccccc2)c1C#N)c3occc3,78.94327606896621,200.4540637398906,False,False,False,4.47559725641642,not_flagged
CCCSc1nc(C)c(cc1C#N)c2csc(n2)C(=C3CCCC3)C#N,78.87052695269884,132.78459520228162,False,False,False,5.02952248308969,not_flagged
NCCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,78.75190077200688,259.50002309836907,False,False,False,7.92081875395237,not_flagged
NC(=O)C1(CCN(CC1)c2nc(cs2)c3ccc(Br)cc3)N4CCCCC4,72.93271576079331,317.3091903163179,False,False,False,4.42257989913828,not_flagged
O=C(CSc1nc(ccc1C#N)c2cccnc2)Nc3sc4CCCc4c3C#N,71.6290916418375,138.62908820380378,False,False,False,4.8246717423819,not_flagged
CN1N=C(SCC(=O)Nc2nc(C)cc(C)n2)SC1=S,71.22245429831023,496.9380454683009,False,False,False,5.05715097494662,not_flagged
CSC1=N\C(=C/c2oc(Br)cc2)\C(=O)S1,70.58328765814973,145.4553812825345,False,False,False,4.65538434810389,not_flagged
CCOC(=O)C1=C2N(C(=O)C(S1)c3ccccc3OC)C(=C(N)/C/2=C\c4ccccc4OC)C#N,70.28900997442314,268.43549607810485,False,False,False,5.00883597080835,not_flagged
Cc1ccc(cc1)c2nnc3SCC(=Nn23)c4ccc(Br)cc4,70.23009735864535,217.4461210938269,False,False,False,4.37357822287408,not_flagged
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccccc4C#N,69.12517606740028,127.59417882286539,False,False,False,7.04575749056067,not_flagged
CC1CC(n2nc(cc2N1)C(=O)O)C(F)(F)C(F)(F)F,68.95644641902942,490.1839028708626,False,False,False,4.70062935231933,not_flagged
CC(=CCc1c(O)c(CC(O)C(=C)C)c2OC=C(C(=O)c2c1O)c3ccc(O)c(O)c3)C,68.84405353709685,124.2103644657442,False,False,False,4.74472749489669,not_flagged
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,68.79033385846819,413.5720738521825,False,False,False,5.4389236725246,not_flagged
CC(=CCc1c(O)c(CC(O)C(=C)C)c(O)c2C(=O)C(=COc12)c3ccc(O)c(O)c3)C,68.53978410304114,122.70836413282055,False,False,False,4.53760200210104,not_flagged
C[C@]12CC[C@H]3[C@@H](CC=C4C=C(Cl)CC[C@]34C=C)[C@@H]1CC[C@@H]2O,67.65559727383871,74.08758598624988,False,False,False,5.24108810760203,not_flagged
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4cccc(c4)C#N,67.55493794804423,121.24904340889739,False,False,False,7.04575749056067,not_flagged
CC(C)CNC(=O)c1c(N)n(\N=C\c2ccccn2)c3nc4ccccc4nc13,67.14592247074107,184.0816101725245,False,False,False,4.79840980778379,not_flagged
CC1=CC2=CC[C@H]3[C@@H]4CC[C@](C)(O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,66.1302035239023,128.1986179808665,False,False,False,5.3585258894959,not_flagged
Oc1ccc(c(O)c1)c2nn(CC=C)c3c(cccc23)C(F)(F)F,65.57638535914683,103.57583734531502,False,False,False,7.03151705144607,not_flagged
CC(F)c1ccccc1c2sc3cc(O)ccc3c2Oc4ccc(\C=C\C(=O)O)cc4,65.37750125886694,60.642167711893606,False,False,False,7.60205999132796,not_flagged
Oc1ccc(cc1F)c2oc3c(C=C)cc(O)c(Br)c3n2,65.20795905704738,106.41133436718314,False,False,False,5.98464024459079,not_flagged
CCc1cc2C(=O)N(CC=C)C(=Nc2s1)SCC(=O)NC(=O)NCc3occc3,64.11458869209119,188.04786316527864,False,False,False,4.99616263968299,not_flagged
[O-][N+](=O)c1cccc(c1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,64.04485590214541,352.41664119478446,False,False,False,6.07572071393812,not_flagged
C[C@]1(O)CCC2C3CC=C4C[C@@H](O)CC[C@]4(C=C)C3CC[C@]12C,63.21591645065072,105.662289170008,False,False,False,5.97757162881451,not_flagged
C[C@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C=C)[C@H]3CC[C@]12C,63.21591645065072,105.662289170008,False,False,False,5.97881070093006,not_flagged
Oc1ccc(cc1)S(=O)(=O)N(CC=C)c2ccccc2,63.12790218419887,75.99391014241846,False,False,False,6.62893213772826,not_flagged
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(O)cc4)C(F)(F)F)C(F)(F)F,63.06643966640375,228.7802608644529,False,False,False,5.22184874961636,not_flagged
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3F,62.95856497406526,89.43290030560698,False,False,False,6.32422165832591,not_flagged
Oc1cc(C=C)c2oc(nc2c1)c3cc(F)c(O)cc3F,62.94814565091766,86.05422041468307,False,False,False,5.39361863488939,not_flagged
Cc1cccc(OCc2nnc(SCC(=O)NC(=O)NCc3occc3)n2CC=C)c1,62.86024509949051,134.3699711053451,False,False,False,4.82910286039691,not_flagged
Cc1c(O)ccc2c1OC(=O)c3c(Br)cc(Br)cc23,62.40901181301821,101.04097480970569,False,False,False,6.22402566887063,not_flagged
Oc1cc(\C=C/F)c2oc(nc2c1)c3ccc(O)c(F)c3,62.170065830014174,101.69330192536884,False,False,False,6.42481215507234,not_flagged
BrC1=CN2NC(=NC2N=C1)c3cc4ccccc4n3Cc5ccccc5,62.01841267611194,239.32744990443868,False,False,False,6.26826622561727,not_flagged
Cc1cc(O)ccc1c2nn(CC=C)c3c(cccc23)C(F)(F)F,61.72537383394712,95.8734081726886,False,False,False,7.22914798835786,not_flagged
COCCNC(=O)c1c(N)n(\N=C\c2cccs2)c3nc4ccccc4nc13,61.27352360831666,198.7477877369172,False,False,False,4.9508513924415,not_flagged
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\Br)C1CC[C@@H]2O,60.66672717666377,281.7745267653937,False,False,False,5.39968067024834,not_flagged
Oc1ccc(cc1)c2nn3c(cc(nc3c2c4ccc(OCCN5CCCCC5)cc4)C(F)(F)F)C(F)(F)F,60.62624464009533,135.58168395977043,False,False,False,7.04575749056067,not_flagged
COc1ccc(OC)c(\C=N\c2oc(c3occc3)c(c4occc4)c2C#N)c1,60.37560441315192,216.9183110342963,False,False,False,4.78844564808966,not_flagged
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,59.78974441434099,457.7988392949973,False,False,False,5.59323166201562,not_flagged
CC(=N)\C(=C(\O)/CSc1oc(COc2ccccc2Cl)nn1)\C#N,59.56557928320524,501.18622469802483,False,False,False,4.42923868358544,not_flagged
CN(C)CCOc1ccc(cc1)c2c(nn3c(cc(nc23)C(F)(F)F)C(F)(F)F)c4ccc(O)cc4,59.037818100733375,146.28184569007936,False,False,False,6.0,not_flagged
Brc1ccc2[nH]c(nc2c1)c3cc4ccccc4[nH]3,58.98326073485084,217.13883199933804,False,False,False,7.09496007192379,not_flagged
Cc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,58.759299279468586,153.88467141622402,False,False,False,4.70928085669247,not_flagged
NCCNc1nc(NCc2ccccc2)c3CN(Cc4ccccc4)CCc3c1C#N,58.50042147867985,124.0976977387397,False,False,False,4.92723851735217,not_flagged
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C/F)C1CC[C@@H]2O,57.90261661318097,88.80135058641252,False,False,False,5.36855623098683,not_flagged
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34\C=C\F)C1CC[C@@H]2O,57.90261661318089,88.80135058641254,False,False,False,5.38038499425719,not_flagged
COc1cc(cc2OCOc12)C3C(=C(N)OC4=C3C(=O)OC(=C4)C)C#N,57.658534550543855,273.31623500753625,False,False,False,4.58183680975872,not_flagged
Oc1cc(C=C)c2oc(nc2c1)c3ccc(O)c(F)c3,57.497665062129514,58.86186213511449,False,False,False,5.91506642506328,not_flagged
Oc1cc(F)c(c(F)c1)c2oc3c(C=C)cc(O)cc3n2,57.41541207628087,107.693196477934,False,False,False,6.60380065290426,not_flagged
CCc1ccc2nc(O)c(cc2c1)C3C(=C(N)Oc4c3ccc5cccnc45)C#N,57.323743052332404,159.468495479475,False,False,False,4.94843114051437,not_flagged
Oc1ccc(cc1F)c2ccc3c(C#N)c(O)cc(C#N)c3c2,56.56688048683014,91.45035495561571,False,False,False,6.05700040663396,not_flagged
Cn1cc(NC(=O)c2cc(NC(=O)CCS(=O)(=O)C)cn2C)cc1C(=O)NCCCC(=O)NCCCCCC[C@@H]3Cc4cc(O)ccc4[C@H]5CC[C@]6(C)[C@@H](O)CC[C@H]6[C@H]35,56.45271929758468,405.72927512979504,False,False,False,8.95467702121334,not_flagged
C[C@H](CF)CN1[C@@H](c2ccc(O)cc2CC1(C)C)c3c(F)cc(\C=C\C(=O)O)cc3F,55.92118039885773,103.32409567465808,False,False,False,8.79588001734407,not_flagged
C[C@]1(O)CC[C@]2(C=C)[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@@H]3CC=C2C1,55.60932713598999,55.74161023373581,False,False,False,5.27572413039921,not_flagged
OCCNC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,54.72530956615304,283.902804965135,False,False,False,8.2518119729938,not_flagged
CCC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,54.43482381798909,56.69291629923974,False,False,False,5.50723961097316,not_flagged
Oc1cc(CC=C)c2oc(nc2c1)c3ccc(O)c(F)c3,54.35485718185339,58.96533669262119,False,False,False,5.95860731484177,not_flagged
CC1=CC2=CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@]2(CC1)C=C,54.251924088533,53.57379772160584,False,False,False,5.84163750790475,not_flagged
C[C@]12CC[C@H]3[C@@H](CCC4=CC(=C)CC[C@]34C)[C@@H]1CC[C@@H]2O,54.13110056565091,69.00047377784074,False,False,False,6.19382002601611,not_flagged
C[C@]12CC[C@H]3[C@@H]([C@H](Sc4ccc(Br)cc4)C(O)c5cc(O)ccc35)[C@@H]1CC[C@@H]2O,53.73542093180096,159.46498447244198,False,False,False,6.40120949323688,not_flagged
C[C@H](CF)CN1[C@H](C)Cc2cc(O)ccc2[C@H]1c3c(F)cc(\C=C\C(=O)O)cc3F,53.63218611656042,105.3466341629785,False,False,False,9.431798275933,not_flagged
Oc1ccc2cc(cc(C=C)c2c1)c3ccc(O)c(F)c3,53.534317967152276,54.05652400622219,False,False,False,6.59516628338006,not_flagged
