descriptor,PLS1_x_loading,PLS2_x_loading,PLS3_x_loading,PLS4_x_loading,PLS5_x_loading,PLS6_x_loading,PLS7_x_loading,PLS8_x_loading,PLS9_x_loading,PLS10_x_loading,PLS11_x_loading,PLS12_x_loading,PLS13_x_loading,PLS14_x_loading,PLS15_x_loading,PLS16_x_loading,PLS17_x_loading,PLS18_x_loading,PLS19_x_loading,PLS20_x_loading
ATSc4,0.05512284806274366,0.019256561546191438,0.05254228799985901,0.07251388516633481,-0.014951679705657814,-0.029460762323785195,0.06381176020579353,-0.07729386529050612,-0.012190459567185941,0.053421330100529865,0.006960352241588436,0.1067629671408499,-0.020320739726812025,0.03824854140316977,-0.010195305110282594,-0.02516483534737394,-0.020037418847478467,0.029361032707447266,0.08022809762306057,-0.017939530509645706
ATSc5,-0.02411702688887511,-0.06225602724234113,-0.07060413674667804,-0.05383430027007542,0.009930324350355828,0.03739282694464161,-0.08935612817472374,0.047720014631352725,0.0032916112095723762,-0.06867360444211569,0.058051703086518705,-0.052850663850816416,-0.013603020324905736,-0.009174880345492669,0.050666956765382125,0.010875126263084862,0.030996339995297238,0.02404394946977819,-0.04551068462777704,-0.003662275837699489
ATSm1,0.0421716115973735,0.05220754609553208,0.017806309435967834,-0.004068955228691426,-0.044598080273937676,-0.05299386526983159,-0.05430425057378478,-0.015384117861537367,-0.0933122969989424,-0.03438367336936409,-0.14149511708605184,0.038173899860947415,0.08937895264899573,0.056343039780337355,0.0012516802828917801,0.07467135856981903,-0.1254921863076459,-0.04930457431993051,0.008099341579081506,-0.00763469750625843
ATSm2,0.10356555694834878,0.07236037234647974,0.00033018998389132593,-0.03519671742769237,-0.062078113106163485,-0.014380609361733198,-0.019861755427461446,-0.004706743976266492,-0.016567043071353687,-0.019641836598221767,-0.04756391468672452,0.034388616310955994,0.0001258529154456735,0.03262458262685562,-0.012311782719089594,0.029704389690040762,-0.042918228010485046,-0.029948291353171806,-0.016699094873652832,0.010695026123624045
ATSm3,0.09870609737662268,0.07268134678208706,0.0016888227249524435,-0.024817218456117552,-0.06730832387603868,-0.011980089904268885,-0.04848677442794567,0.025338061393326776,0.0038074523200192184,-0.023540533036687794,-0.0710917756869495,0.054369694285597125,0.0058035757349244,0.035904273933604604,-0.003564988495096834,0.05514528869457022,-0.05936833416432159,-0.02615530718394655,-0.006496650892912179,-0.009682494064907766
ATSm4,0.09706360772267275,0.06621145513672631,0.012246272956104054,-0.01466605202540794,-0.03743557111385411,-0.0052890773961513865,-0.058004195148697923,0.02946495500208803,0.00690942843820252,-0.018332669808949792,-0.0831394269741318,0.07674965005346794,0.01739461399115756,0.020859165561405386,0.023280302374742788,0.07863328696626214,-0.06320166448418671,-0.00427092527325151,-0.0073114210662404465,-0.00010121292529907103
ATSm5,0.08690794628838011,0.07233602238398915,0.020280438627013557,-0.020153675343997274,-0.03966886862722554,-0.006860408880037333,-0.06363121296380345,0.04266845607611543,-0.01668071650163498,0.002822601866941889,-0.068315851088971,0.038813298146672434,0.026965759453361708,0.020771212107176966,0.014858084541720619,0.05776182598060896,-0.05705728214463341,-0.0089710070526751,0.005216270499428748,0.01660727031242369
ATSp1,0.11829365861744258,0.056701210124400665,-0.014739496451006244,0.007685072160546353,-0.021310288205325635,-0.0032466606864320537,-0.010055245757702782,0.020610447572251958,0.02087010993221902,-0.011721703128205843,-0.02933116332245747,0.007143523388099593,0.026505513130758898,0.03557185819101465,-0.010230170786815252,0.01197290191556199,-0.010642933963939706,-0.006602834509810623,-0.014571128808828498,0.011379867529748908
ATSp2,0.11807150706334144,0.05281343459693507,-0.020735948166338544,0.012097790519413834,-0.019749896537696984,-0.002346091783137125,-0.019432785815317932,0.037713793277972724,0.03557824908412193,-0.01539631373737434,-0.033656299143436305,0.009485484098282381,0.02702171127275746,0.031139140324213426,-0.0002376140550795719,0.018839539917027,-0.013641587920432297,-0.0025961623318980233,-0.009851593269738794,0.01122342260550835
ATSp3,0.11476054998611901,0.04752278360312932,-0.030025209009938714,0.02068043124714512,-0.012138903804074019,0.0011326812329415384,-0.03680756373828295,0.07036471171219147,0.05793142714762683,-0.015099924534192283,-0.03910279968505176,0.01403148787063379,0.028386809539355604,0.026462417346907758,0.014627556264574387,0.02837847464945114,-0.018593792600341056,0.001539293824202844,-0.0034026363890220395,0.014040120483060074
ATSp4,0.11530719289195614,0.04360774500698153,-0.0223740827575311,0.018805346079241177,0.0041081939318958595,0.014363759027762846,-0.041168077518961226,0.0697452881106788,0.053315348650365205,0.0006840832273290562,-0.02590458286639577,0.014080515245423947,0.02517429060963967,0.011861295874682204,0.022140239233335336,0.01879377057063427,0.005410338978853847,0.026012173061826963,0.007844113767320492,0.007577160948436947
ATSp5,0.1142600725986581,0.0505213713161547,-0.012760025789926875,0.0073362385538164425,-0.00645552646359869,0.0068081980506651,-0.03612847893985693,0.06553968969590494,0.042542318984497236,0.013913417573452647,-0.007620183784218281,-0.0002016635508730337,0.017953739321047286,0.024086728753740416,0.010307236865988145,0.0015672552836937645,0.006671626489800115,0.030087329730877736,0.015763980198577002,0.01809843684595004
nBase,0.05824289457914304,0.07071680435449641,0.08135996145317029,-0.0013243966841711811,0.017808600203284553,-0.026259836863182246,0.08610918927138152,-0.08288158585377244,-0.030505750046979585,-0.056520745994235636,0.001672367553853417,-0.04710386180005711,-0.0385112350204103,0.0005765744666995564,0.028052580955362838,0.045495735122947314,0.03232915342191906,0.05001348253807226,0.029033868434115945,-0.03600867992217949
BCUTw-1l,-0.030812515546182185,0.027363989249018887,0.007641713079743719,0.04259463595338498,-0.023898912215413584,-0.009555520602693395,-0.020151605923475313,-0.002339601729497952,-0.053143035835720914,0.02673407658689046,-0.10716432378073094,0.02508520982749069,0.08981721072660138,0.03685523916334324,0.023322172721252858,-0.01290585578474283,-0.043653175428606826,-0.005105918236106303,-0.0016845364272617112,0.022918984231940064
BCUTw-1h,-0.018832969418078275,0.008678061759733565,0.004734701328970638,0.03036027659626075,-0.053084030337754926,-0.048717371458261854,-0.04952205915069734,-0.014362047085517792,-0.08309196608640194,-0.07022387234169913,-0.14484096520227524,0.07518542488055485,0.11541105155650798,0.10123393421621457,0.03438509951139972,0.11668219727992916,-0.14633353827645282,-0.05646283900798638,-0.031218024457443778,-0.0011478599432484745
BCUTc-1l,-0.041687317256715,0.048867118044881676,-0.06447244391728416,0.04397516025711773,-0.08983776289944848,-0.0761386384724567,0.03757396336131774,-0.014500148210872926,-0.04028928489305151,0.01647972728715386,0.00751868318222608,-0.033958395530757475,-0.002168150577639195,0.021595398641343532,-0.04129334007632285,-0.03745249521972419,0.06222362180564132,0.011777118875779579,0.04563560352393027,0.011195716227898028
BCUTc-1h,-0.027893510320357515,0.052406466233157444,-0.004137684613848656,-0.08155258691297042,-0.09195876667444126,0.048960106602949055,-0.16700235205074349,0.05982110651990034,-0.010273989719275694,0.049893864973927234,0.0295232089650946,-0.05121895341483564,-0.02131314840379071,-0.01699316655791165,-0.044113781022873604,-0.024001820712000608,0.015351149670614612,0.01487862352846072,-0.025846889535664004,0.022240425072315235
BCUTp-1l,-0.013548428392874817,-0.0009924979072098415,-0.07896901904355105,0.06467880125372814,0.06095570237103349,-0.05807859239027168,0.1388906714474456,-0.032455978816104486,-0.001104395180821082,-0.02673398363758385,-0.02282993739934247,0.015438166340054137,-0.030057486770484396,0.0165544892934462,0.061052240590356625,0.12306321117052067,-0.0927536114385182,-0.045076668130801946,-0.05833602765333928,0.04983845628807574
BCUTp-1h,0.08392657738503909,-0.002446284200728784,-0.033009692650022966,0.0850177193806239,-0.015008450403733978,0.04972837190118645,-0.08082027456044223,0.020608103044160442,0.014847692273922693,0.0008204538824626111,-0.01609900065818684,0.012571018091671556,0.09748836050697261,0.08819833286801802,-0.02898658770977918,0.03699742780072144,-0.015810964726369812,-0.01678836616205258,-0.023402695048361996,0.042128661604185415
nBonds,0.11613862615385454,0.06147196310696584,0.0005106556075557521,-0.033191257806642074,-0.03375077243677732,-0.01887450813148937,0.0046132949160215585,0.008744645694829863,0.007084728403546025,-0.00984678106570259,-0.0012016559286741378,0.00140474964033464,-0.016159291680838225,-0.011186699413750936,-0.013795063691467453,-0.017873609199508818,0.012453600469343802,0.003593173186732958,0.004990018078721714,-0.013756609059124614
nBonds2,0.11586485077872764,0.06269628836046656,0.0017892076473475797,0.009137863461193265,0.019884124638366817,-0.0009286070698320006,0.02078748461349601,-0.020564223672671245,-0.02814837075134097,0.020427065896882125,0.029401826228603416,-0.017478593610489934,-0.02134620303889907,-0.009939767201027124,-0.02382342739051701,-0.03432231664441776,0.02066745593951713,-0.0092274746885162,-0.0030771616422331487,-0.010357453859799873
nBondsS,0.1123523874758099,0.06302880458895854,0.0019232975383750791,0.029055548083879404,0.03863182260730669,0.008479070592573348,0.01815531824004256,-0.028291751127525272,-0.037001861036776725,0.02423594655170223,0.03050458112735719,-0.012846922771244959,-0.030686287158750637,-0.01653325160266607,-0.01410042597404631,-0.027918909145443788,0.017476022180578435,-0.011567936531439886,0.0007847090942778133,-0.01844551312526266
nBondsS2,0.10368879510955896,0.06893777953159412,0.005039315201162259,0.04407841313361092,0.059848913867218,0.040070424995778904,0.0036575819072118257,-0.04001848945143927,-0.048157936554298925,0.018475921749465787,0.03201630481033171,-0.021180967591797405,-0.029636673016008804,-0.026848958057844922,0.0006444325765213368,-0.02149833673028267,0.01921126763768347,-0.00549611475418744,0.004421926187408088,-0.011723888415673863
nBondsS3,0.09417651009568968,0.07943605203359917,0.008042168459517393,0.04321615976001742,0.05344419327424808,0.07455920211801038,-0.03658597861499551,-0.03386485595792917,-0.036423224762998654,-0.017497403999479626,0.0022955038079935848,-0.005607303935481541,-0.03604451994689001,-0.051509592782566296,0.04355576465146505,0.012522093180451856,0.009057439024257265,0.013602523963154816,0.023502279099395857,-0.018012596024026384
nBondsD,0.06731480584187849,0.020301511895694336,-0.0007826504019100501,-0.13224680644352751,-0.12131248698545542,-0.06589311819806222,0.023136553155185095,0.047006430197786796,0.04301466463649469,-0.004615865474500575,0.018669464030858823,-0.05306920451474151,0.06906280766408247,0.04068258028775067,-0.060946151579151134,-0.04240825058722338,0.01873192308951396,0.0027395342143509134,-0.035962600461172764,0.05198388364473539
nBondsD2,0.0060628743196283405,0.11494616341073699,0.019840224254094582,-0.045081759846011586,-0.020184989050437863,0.07435837927652253,-0.04520158343661289,0.043710214218827814,0.034302804243956625,-0.042330510220415916,0.02210272540585188,-0.11303120343060076,0.11219442072483647,0.006430141945359918,0.016644040158827086,-0.006680509546934987,0.03700331379399452,0.033284515066318125,-0.0479159580667136,0.06875474518738364
nBondsT,-0.0175505232712674,0.0013047887380466478,0.005727920836500456,0.00550085507580391,0.015242030388801132,0.01946133273623279,0.02452556730033538,-0.02252748569609005,0.07522465248650521,-0.15210121428646567,-0.17070492202012186,0.16883057938799217,-0.14802898786375926,0.004728071233830837,-0.14961407393758425,-0.14770430554905883,0.11424337585953123,0.10775765038952133,0.09534080807105183,-0.009779494619653079
nBondsM,0.054288811887592305,-0.013328403137168909,-0.010605429663149696,-0.11521376474201185,-0.13066055452273542,-0.13657489657528757,0.05948548425873193,0.06231083867695756,0.06325839351355979,0.008920428408399537,-0.005210259960383744,0.010247397731157787,0.02505945291106224,0.055101441380318035,-0.08427032718727896,-0.04676079241950767,0.007301526556474821,-0.013515697109201067,-0.025326058865554044,0.0033180234104118835
bpol,0.1052804876040808,0.07318365258797488,-0.009778679262647444,0.01870956520232675,0.021894112731047074,0.020297394561774033,0.014689850651253297,-0.05209496192088581,-0.06483136408126444,0.042006297467826935,0.02633108022808225,0.0011674385849954761,-0.04132926896322936,-0.0035603986175744237,-0.026800936546499874,-0.022939645259995582,0.0018168002192756358,-0.025070502660320012,-0.008056392400119123,-0.015333499502339339
C1SP1,-0.017652710122231338,0.0018680177448204,0.005931927500062054,0.004123633640410799,0.010027182533695394,0.01890670574634059,0.026708752678628975,-0.02348143303288126,0.07447186256052228,-0.14514403912283924,-0.17639277451852708,0.15866142670047584,-0.14682851964705426,8.618877936443788e-05,-0.15239998174345448,-0.1319088744453413,0.11570879541439921,0.11291414918490793,0.08520262686584022,-0.020072156166080726
C2SP1,-0.004196424049061019,-0.001312503479524764,0.005659750398167031,0.02111198282802308,0.04977978710035617,0.03918312074424048,-0.0012618483200898603,0.020958845535051698,0.0761991384320429,-0.11726687618514553,-0.0997542061516801,0.13134314449381265,-0.0677213409738221,0.008815357241757112,-0.06368580429784976,-0.14465341611861746,0.08939648802513336,-0.010057960092483224,-0.06376135813456382,0.1734692613309599
C1SP2,-0.026438578197671144,0.11371747584980428,0.002521410310246218,-0.04156319998610922,-0.04143345466852566,-0.012075594039600181,0.024661185057118954,-0.019878435631652303,0.03146587160659781,-0.04523441050563683,-0.0069700280618057425,-0.016126612880365147,0.03973358507891998,0.029765577593863488,-0.04671515344973115,-0.03562878512241329,-0.017065518421043525,0.03418420336550765,0.014421113418863589,-0.05893768015807308
C2SP2,0.07755751527860398,-0.050004947437968794,-0.003603600484453966,-0.11647729064414519,-0.09716929050668892,-0.06624779128047852,0.02078555893161727,0.010083880406055434,0.02707925874002702,-0.011141488867582108,0.008774630325148523,-0.02146667299334902,0.025350158280677715,0.050085849118784484,-0.04012402418865163,-0.011632529098176152,-0.0013600975337664189,-0.029821169084590506,-0.027909054454111536,0.032695350850937874
C3SP2,0.05192212402998695,-0.03743439956076899,0.002891779023927245,-0.03221482946922016,-0.023400755604120978,-0.0006671303829595329,0.002588033441946346,0.13878430667455233,0.057112465291502136,0.06033448034101382,0.08251996613260333,-0.06470764453122979,0.05752528973658864,-0.0448828965058217,-0.03195460422408505,-0.0675259806874129,0.12792311591415098,0.13503409695182203,0.011452000616780516,0.03729179849495687
C1SP3,0.08047354593022912,0.03793574525429402,-0.008141618416139373,0.038867260613831,0.01052609396575961,0.03387359370275843,0.06334615454814978,-0.06926502555739343,-0.10434367992478229,0.11534132395234964,0.059639977807784406,0.06608238406465466,-0.06481168640794843,-0.01910708133272505,-0.04043633404099713,-0.009967902377743794,0.0236491367490862,-0.003151581204929697,0.027282244058972425,-0.0683948863088646
C2SP3,0.06976413613635545,0.05686037695564149,0.003634782055502455,0.09705424436262222,0.09446532972697654,0.017893566857976963,-0.03360514161484697,-0.025943438081912653,-0.03415729973794066,-0.03983022682248804,0.005991687103867912,-0.04472507174444556,-0.03866037811768517,-0.05661189196243806,0.05514629844016959,-0.006256578992147269,0.014549610498810607,-0.04972336650387129,-0.029240756372089786,0.005909470630013319
C3SP3,0.029947144022845464,0.03564443248925441,-0.019862716015969298,0.07257423284278465,0.12333157936646666,0.07610001058838942,-0.049945402380903565,0.04889979134996318,0.01715720409573573,-0.04381057131636849,-0.03999266952192824,-0.023643726432223122,-0.005420996502354585,0.00632141278213294,-0.01852602457368856,-0.028352701311373914,-0.0625666270188832,0.013131724104227525,0.09533532298394823,0.01120824885358394
C4SP3,-0.001325100176306249,0.022207513878010305,-0.030086416298993186,0.13267708584470542,0.1279696666856299,0.009570673999094488,-0.07773701708181062,0.10132522172455183,0.06667280008780513,-0.019784865077588656,0.01088241779405353,0.008041327969863813,0.026123728765919604,-0.0025909687297331063,0.024510404311527286,0.005882835211649662,0.024665370630629565,-0.03972829592440361,-0.00761554680717174,-0.028543189076147394
SCH-3,0.0037826336814562127,-0.0015375776827824172,-0.0016776531061000585,0.034188602037935535,-0.011581407337139488,-0.02905185242836386,-0.035021190957424335,-0.04573315498177925,0.018357581904372366,-0.10322793868464301,0.024470912483527237,-0.08676024642685111,-0.016973092083783104,-0.04058985809428637,-0.023226590579405886,0.011830944712261517,-0.0682801702239362,-0.0018248516029713785,0.06213885544299018,-0.02578141553533415
SCH-4,0.010341418839836893,-0.007015075283825971,0.0028105625356672007,0.028296046210761254,-0.019297521839750302,-0.010178300415933594,-0.022583410722461877,-0.055587342941637974,0.0197144476267336,-0.1093373085303794,0.027890289914527442,-0.07112273491032692,-0.02523024709074938,-0.05032915317260106,-0.022676625059311874,0.03184535190914357,-0.07827914284914936,0.011947541297369168,0.06507243091362123,-0.023516569231960972
SCH-5,-0.009777498475933663,0.03862557563049983,-0.0690878929716424,0.05480982517574204,-0.0899645594338742,-0.06372060068075724,0.01910765509192281,0.08114816855523652,0.07067104178345049,-0.07316434055239253,-0.028697674384044924,0.04072446726179032,-0.043671722550247226,0.025208236411056465,0.03544865800166585,0.05139339075046625,-0.10872877856790145,-0.037586432745836555,0.049599882322430185,-0.01656375210477935
SCH-6,0.05521445519832119,0.010853631322599904,-0.09222051703144896,0.03659371525338149,-0.06397197423651267,-0.09517837829050221,-0.009703753214366206,0.10623390701943958,0.1128284977724774,-0.09259832929714383,-0.06370273793990962,-0.007344829953956347,-0.00939861573603314,-0.021485444047917128,0.010184154162819554,0.07309808569468061,-0.08447616704543205,-0.039000917476593094,-0.005140990811194662,0.0013577801499442814
SCH-7,0.04066457032070795,0.007850834795532566,-0.06908601526363913,0.041753533186407045,-0.015901989910960403,-0.07263700392866085,-0.04716294763938364,0.18032780182250954,0.1600834242910283,-0.0756434806219825,-0.07001045359109671,-0.001562918433495883,-0.002056316132391481,-0.04203759457464999,0.06814692552870538,0.103391540588531,-0.0832464419437792,-0.032028804193516794,-0.008975955728981399,0.008444007194293529
VCH-3,0.003782633681456209,-0.001537577682782419,-0.0016776531061000546,0.034188602037935535,-0.011581407337139481,-0.029051852428363847,-0.03502119095742437,-0.045733154981779274,0.018357581904372335,-0.10322793868464299,0.02447091248352724,-0.08676024642685108,-0.0169730920837831,-0.04058985809428641,-0.02322659057940587,0.011830944712261518,-0.06828017022393625,-0.0018248516029713785,0.06213885544299021,-0.025781415535334154
VCH-4,0.010384797869037057,-0.006938476844533722,0.0028552306402822667,0.02990085363596984,-0.01878894624833661,-0.010918514592971672,-0.023745139531996574,-0.05455631295961764,0.01764038923244354,-0.11378139708796767,0.027632221103758917,-0.07391518041972388,-0.024663391313820556,-0.04946618797432614,-0.02510781345716647,0.03092664315146876,-0.08016207858509114,0.010392893707940045,0.06789514060378671,-0.02685563527041381
