descriptor,pandas_dtype,n_unique_values,unique_value_ratio,is_integer_like,is_binary_like,is_low_cardinality,is_continuous_like,min,max,mean,std,descriptor_numeric_type
nCl,int64,5,0.0025329280648429585,True,False,True,False,0.0,6.0,0.10131712259371833,0.3627379388767208,integer_low_cardinality
nBr,int64,4,0.002026342451874367,True,False,True,False,0.0,3.0,0.061296859169199594,0.25422775774243817,integer_low_cardinality
nI,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.00303951367781155,0.07110989724565984,integer_low_cardinality
nX,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,0.44883485309017224,0.8618717173831513,integer_low_cardinality
ATSc1,float64,1842,0.9331306990881459,False,False,False,True,0.0349183255775446,4.57364293677811,0.4436366536309095,0.23624454269070666,continuous_float_like
ATSc2,float64,1857,0.9407294832826748,False,False,False,True,-2.37963648033841,-0.0156305941490338,-0.2092172738579705,0.13969328063473968,continuous_float_like
ATSc3,float64,1860,0.9422492401215805,False,False,False,True,-0.372921531317864,0.537745503030608,-0.020104616295771108,0.0989251701855226,continuous_float_like
ATSc4,float64,1858,0.9412360688956434,False,False,False,True,-0.898735006852863,1.82686244848981,0.011990737876378612,0.14656145658038708,continuous_float_like
ATSc5,float64,1856,0.9402228976697061,False,False,False,True,-2.88997354525015,0.60446028398482,-0.0013275335821130393,0.15345843214710844,continuous_float_like
ATSm1,float64,1006,0.5096251266464032,False,False,False,True,15.7744690355409,243.600732275736,37.24840041535226,15.629052992593992,continuous_float_like
ATSm2,float64,1236,0.6261398176291794,False,False,False,True,15.3283679085302,191.074262179198,35.13259705832128,10.138702718305854,continuous_float_like
ATSm3,float64,1438,0.7284701114488349,False,False,False,True,17.6641839542651,254.665383256379,51.2898349685016,14.12839332577668,continuous_float_like
ATSm4,float64,1589,0.8049645390070922,False,False,False,True,15.6641839542651,279.357036819701,54.84758607667554,15.745129168615826,continuous_float_like
ATSm5,float64,1667,0.8444782168186423,False,False,False,True,11.3320919771325,319.117024992449,52.24352355531036,18.06250947232111,continuous_float_like
ATSp1,float64,1877,0.9508611955420466,False,False,False,True,635.114241954294,10813.543596902,2095.4019231891302,666.3132123054127,continuous_float_like
ATSp2,float64,1877,0.9508611955420466,False,False,False,True,679.590847315151,11960.9343391886,2503.907004197632,795.9800775479769,continuous_float_like
ATSp3,float64,1877,0.9508611955420466,False,False,False,True,811.226984937297,15128.2232303195,3609.9071190807517,1166.8936979613472,continuous_float_like
ATSp4,float64,1877,0.9508611955420466,False,False,False,True,728.970188498375,17063.0572775008,3761.6239862450216,1327.0629859022247,continuous_float_like
ATSp5,float64,1877,0.9508611955420466,False,False,False,True,525.393080184661,19225.4221648535,3410.9789915486012,1385.2412280053582,continuous_float_like
nBase,int64,8,0.004052684903748734,True,False,True,False,0.0,26.0,0.4088145896656535,0.8824205180575045,integer_low_cardinality
BCUTw-1l,float64,395,0.2001013171225937,False,False,False,True,11.7899999999999,11.9989999999999,11.900065913821644,0.056157206709683535,continuous_float_like
BCUTw-1h,float64,1296,0.6565349544072948,False,False,False,True,14.0030841620044,126.905528295118,25.561754881618842,15.979371750513042,continuous_float_like
BCUTc-1l,float64,1853,0.9387031408308004,False,False,False,True,-0.421761970250148,-0.188736310824301,-0.35206806475426766,0.029302595598924622,continuous_float_like
BCUTc-1h,float64,1877,0.9508611955420466,False,False,False,True,0.0721260460243756,0.527629815551988,0.20606706569954866,0.08561910997677026,continuous_float_like
BCUTp-1l,float64,1877,0.9508611955420466,False,False,False,True,2.93863011169433,7.00306502038759,4.781662270662596,0.5701166172295081,continuous_float_like
BCUTp-1h,float64,1877,0.9508611955420466,False,False,False,True,7.96939897605524,16.7482907932269,11.973452052643585,1.3270256205935305,continuous_float_like
nBonds,int64,48,0.0243161094224924,True,False,False,False,14.0,163.0,31.072441742654508,8.76707021631004,integer_count_like
nBonds2,int64,88,0.044579533941236066,True,False,False,False,22.0,343.0,53.72188449848024,18.653132956504727,integer_count_like
nBondsS,int64,83,0.04204660587639311,True,False,False,False,17.0,315.0,44.79584599797366,17.70858791907846,integer_count_like
nBondsS2,int64,84,0.0425531914893617,True,False,False,False,10.0,315.0,36.105876393110435,18.01047865423154,integer_count_like
nBondsS3,int64,44,0.022289766970618033,True,False,False,False,0.0,135.0,13.456433637284702,7.692341264536725,integer_count_like
nBondsD,int64,19,0.009625126646403243,True,False,True,False,0.0,28.0,8.871833839918946,2.611696661874653,integer_low_cardinality
nBondsD2,int64,13,0.006585612968591692,True,False,True,False,0.0,28.0,1.372340425531915,1.5187663945828134,integer_low_cardinality
nBondsT,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.054204660587639314,0.23734441532908362,integer_low_cardinality
nBondsQ,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nBondsM,int64,35,0.01773049645390071,True,False,False,False,0.0,34.0,17.616008105369808,5.411016107070642,integer_count_like
bpol,float64,1071,0.5425531914893617,False,False,False,True,9.079242,227.457260000001,30.610665638297778,13.199049698310722,continuous_float_like
C1SP1,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.05116514690982776,0.2315450944874618,integer_low_cardinality
C2SP1,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.014690982776089158,0.14336730853575377,integer_low_cardinality
C1SP2,int64,13,0.006585612968591692,True,False,True,False,0.0,20.0,0.8910840932117527,1.3014649761379524,integer_low_cardinality
C2SP2,int64,25,0.012664640324214792,True,False,False,False,0.0,24.0,12.074974670719351,4.392294518719811,integer_count_like
C3SP2,int64,10,0.005065856129685917,True,False,True,False,0.0,12.0,3.225937183383992,1.6393761657632688,integer_low_cardinality
C1SP3,int64,15,0.007598784194528876,True,False,True,False,0.0,22.0,2.603343465045593,2.2566369447634864,integer_low_cardinality
C2SP3,int64,23,0.01165146909827761,True,False,False,False,0.0,41.0,2.7537993920972643,3.2830307698442716,integer_count_like
C3SP3,int64,7,0.0035460992907801418,True,False,True,False,0.0,7.0,0.4564336372847011,1.0059985469156465,integer_low_cardinality
C4SP3,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.16058763931104356,0.4271045504681519,integer_low_cardinality
SCH-3,float64,3,0.001519756838905775,False,False,True,True,0.0,0.288675134594812,0.0017937615263097103,0.0221200409125487,continuous_float_like
SCH-4,float64,9,0.004559270516717325,False,False,True,True,0.0,0.333333333333333,0.0029663650195736607,0.024910312195722456,continuous_float_like
SCH-5,float64,72,0.0364741641337386,False,False,False,True,0.0,0.556186217847897,0.07528308080188377,0.08283537753923736,continuous_float_like
SCH-6,float64,489,0.24772036474164133,False,False,False,True,0.0,1.09973280437804,0.3751605625862733,0.16110591038765482,continuous_float_like
SCH-7,float64,1003,0.5081053698074974,False,False,False,True,0.0,2.15052415993689,0.6776343982440463,0.28226303549259557,continuous_float_like
VCH-3,float64,3,0.001519756838905775,False,False,True,True,0.0,0.288675134594812,0.0017937615263097103,0.0221200409125487,continuous_float_like
VCH-4,float64,13,0.006585612968591692,False,False,True,True,0.0,0.333333333333333,0.002541337257167386,0.0221078727730325,continuous_float_like
VCH-5,float64,207,0.10486322188449848,False,False,False,True,0.0,0.487170824512628,0.04064624233625324,0.04997974377911346,continuous_float_like
VCH-6,float64,815,0.41286727456940225,False,False,False,True,0.0,1.02177932677184,0.16566745719083656,0.10230641824691337,continuous_float_like
VCH-7,float64,1395,0.7066869300911854,False,False,False,True,0.0,1.66045784334877,0.24829971772403822,0.17789845251715558,continuous_float_like
SC-3,float64,942,0.47720364741641336,False,False,False,True,0.492799279826744,12.5746927462291,2.0364381036733463,0.7310619755791216,continuous_float_like
SC-4,float64,50,0.025329280648429583,False,False,False,True,0.0,0.577350269189625,0.05304160629367196,0.10298163187243918,continuous_float_like
SC-5,float64,574,0.2907801418439716,False,False,False,True,0.0,2.61946656420175,0.47503802270467704,0.2601306651333026,continuous_float_like
SC-6,float64,68,0.034447821681864235,False,False,False,True,0.0,1.26532933224898,0.034480904534176085,0.0869134508766975,continuous_float_like
VC-3,float64,1453,0.7360688956433638,False,False,False,True,0.19238672944775,4.91961542363794,0.9934774040793812,0.4359049509130328,continuous_float_like
VC-4,float64,81,0.041033434650455926,False,False,False,True,0.0,0.5,0.023790105445372012,0.05493516758674242,continuous_float_like
VC-5,float64,1079,0.5466058763931104,False,False,False,True,0.0,1.48105865354369,0.18818114074330375,0.15051330536015048,continuous_float_like
VC-6,float64,115,0.05825734549138804,False,False,False,True,0.0,0.43261205263853,0.012730421302728053,0.03733058416282774,continuous_float_like
SPC-4,float64,1258,0.6372847011144883,False,False,False,True,0.841260992356082,20.6890751607721,4.602707391732208,1.3533137419278425,continuous_float_like
SPC-5,float64,1337,0.6773049645390071,False,False,False,True,0.954954784823452,25.432633374791,7.491615547017986,2.298531762594997,continuous_float_like
SPC-6,float64,1419,0.7188449848024316,False,False,False,True,1.23672640820605,36.2401529217074,10.930426796005545,3.5916092047130883,continuous_float_like
VPC-4,float64,1661,0.8414387031408308,False,False,False,True,0.305482393403674,7.07435842683332,2.0790861395239633,0.9548526924885753,continuous_float_like
VPC-5,float64,1755,0.8890577507598785,False,False,False,True,0.32902413158261,12.2979538842781,3.0480578921773844,1.6393663259998439,continuous_float_like
VPC-6,float64,1822,0.922998986828774,False,False,False,True,0.330527768033207,18.5484916806047,3.839613179215293,2.31678483914776,continuous_float_like
SP-0,float64,577,0.2922998986828774,False,False,False,True,10.3889050570612,123.0889672606,19.7798699526771,5.72937857624987,continuous_float_like
SP-1,float64,997,0.5050658561296859,False,False,False,True,6.6302289553358,76.7668832014496,13.577854046123614,3.9131324304649304,continuous_float_like
SP-2,float64,1356,0.6869300911854104,False,False,False,True,5.4930177092617,69.2206755245393,12.453927951789735,3.5349898978140764,continuous_float_like
SP-3,float64,1438,0.7284701114488349,False,False,False,True,4.10135430020361,46.970148612732,10.461167263278623,2.7855194661516247,continuous_float_like
SP-4,float64,1457,0.7380952380952381,False,False,False,True,2.80691377530051,34.1299124573072,8.799045707357285,2.375059403629007,continuous_float_like
SP-5,float64,1471,0.7451874366767984,False,False,False,True,1.85134064774192,27.2258699213241,7.327383449772424,2.1061843365530044,continuous_float_like
SP-6,float64,1477,0.74822695035461,False,False,False,True,0.976675308721605,17.5764265379822,5.238181229551212,1.6138207666472815,continuous_float_like
SP-7,float64,1471,0.7451874366767984,False,False,False,True,0.597758698492898,12.7485250708632,3.8691687093305753,1.3578415402977624,continuous_float_like
VP-0,float64,1528,0.7740628166160081,False,False,False,True,8.19443159674583,95.3373346496333,16.192174354550527,4.844943096277955,continuous_float_like
VP-1,float64,1685,0.853596757852077,False,False,False,True,4.69900420904112,55.9243143069925,9.784824368068373,3.0991825386959038,continuous_float_like
VP-2,float64,1794,0.9088145896656535,False,False,False,True,3.03634660602985,42.0613051691943,7.620849654599465,2.503826643428368,continuous_float_like
VP-3,float64,1850,0.9371833839918946,False,False,False,True,1.83405435094281,26.3476773425158,5.649641287171319,1.9730102072716584,continuous_float_like
VP-4,float64,1869,0.9468085106382979,False,False,False,True,0.990050284166359,17.5218043577626,4.175449343135501,1.6139929985709232,continuous_float_like
VP-5,float64,1873,0.9488348530901722,False,False,False,True,0.607875564313144,11.7270469286459,2.998585279218763,1.3006660032201958,continuous_float_like
VP-6,float64,1876,0.950354609929078,False,False,False,True,0.287626511694884,7.38227510292477,1.8490925017977797,0.9471110466005022,continuous_float_like
VP-7,float64,1877,0.9508611955420466,False,False,False,True,0.130060909861908,4.98072042419492,1.1959323734919367,0.7128210959278829,continuous_float_like
CrippenLogP,float64,1607,0.8140830800405269,False,False,False,True,-13.2664499999999,12.0701799999999,4.85619984295846,1.5336055803858761,continuous_float_like
CrippenMR,float64,1629,0.8252279635258358,False,False,False,True,56.1508,615.6786,111.75436469098264,31.404496084149216,continuous_float_like
ECCEN,int64,788,0.39918946301925023,True,False,False,False,196.0,15308.0,708.6180344478216,517.6334142705515,integer_count_like
nHBd,int64,13,0.006585612968591692,True,False,True,False,0.0,46.0,1.78419452887538,1.5433727440913616,integer_low_cardinality
nwHBd,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.0182370820668693,0.13754149239590432,integer_low_cardinality
nHBa,int64,19,0.009625126646403243,True,False,True,False,0.0,68.0,4.855116514690983,2.6584120584178237,integer_low_cardinality
nwHBa,int64,30,0.015197568389057751,True,False,False,False,0.0,32.0,16.38905775075988,4.891590888677917,integer_count_like
nHBint2,int64,12,0.0060790273556231,True,False,True,False,0.0,68.0,0.40526849037487334,2.0477809681372476,integer_low_cardinality
nHBint3,int64,11,0.005572441742654508,True,False,True,False,0.0,59.0,0.40577507598784196,2.122868937285245,integer_low_cardinality
nHBint4,int64,9,0.004559270516717325,True,False,True,False,0.0,9.0,0.7112462006079028,1.15105570994166,integer_low_cardinality
nHBint5,int64,15,0.007598784194528876,True,False,True,False,0.0,39.0,0.5805471124620061,1.4927540300682443,integer_low_cardinality
nHBint6,int64,14,0.0070921985815602835,True,False,True,False,0.0,86.0,0.7882472137791287,2.8100528155932056,integer_low_cardinality
nHBint7,int64,11,0.005572441742654508,True,False,True,False,0.0,49.0,0.5562310030395137,1.5184208920459257,integer_low_cardinality
nHBint8,int64,13,0.006585612968591692,True,False,True,False,0.0,88.0,0.49442755825734547,2.5227876043028266,integer_low_cardinality
nHBint9,int64,15,0.007598784194528876,True,False,True,False,0.0,93.0,0.5618034447821681,2.788923668340555,integer_low_cardinality
nHBint10,int64,13,0.006585612968591692,True,False,True,False,0.0,50.0,0.9746707193515705,1.6552904861993083,integer_low_cardinality
nHsOH,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,1.3966565349544073,0.9448891834293804,integer_low_cardinality
nHdNH,int64,4,0.002026342451874367,True,False,True,False,0.0,8.0,0.013677811550151976,0.2166226661207838,integer_low_cardinality
nHsSH,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.0005065856129685917,0.02250175513121884,binary_like
nHsNH2,int64,5,0.0025329280648429585,True,False,True,False,0.0,12.0,0.0425531914893617,0.4054001812379568,integer_low_cardinality
nHssNH,int64,8,0.004052684903748734,True,False,True,False,0.0,26.0,0.24772036474164133,0.9317828184129712,integer_low_cardinality
nHaaNH,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.07446808510638298,0.27013936090603036,integer_low_cardinality
nHsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nHssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nHsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nHtCH,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.008611955420466059,0.09240016041275255,binary_like
nHdCH2,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.02330293819655522,0.15086388324566433,binary_like
nHdsCH,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,0.37436676798378926,0.7699863018229032,integer_low_cardinality
nHaaCH,int64,20,0.010131712259371834,True,False,False,False,0.0,19.0,8.267477203647417,3.552099714136169,integer_count_like
nHCHnX,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.020263424518743668,0.14445064683639905,integer_low_cardinality
nHCsats,int64,31,0.015704154002026342,True,False,False,False,0.0,64.0,5.070921985815603,5.154456808026303,integer_count_like
nHCsatu,int64,12,0.0060790273556231,True,False,True,False,0.0,20.0,0.6418439716312057,1.162959159235724,integer_low_cardinality
nHAvin,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.1773049645390071,0.4364028506209171,integer_low_cardinality
nHother,int64,21,0.010638297872340425,True,False,False,False,0.0,20.0,8.665146909827762,3.5631274830809616,integer_count_like
nHmisc,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsLi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssBe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssBem,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsBH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssBH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssB,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssBm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsCH3,int64,12,0.0060790273556231,True,False,True,False,0.0,11.0,1.163627152988855,1.2704554125234144,integer_low_cardinality
ndCH2,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.02330293819655522,0.15086388324566433,binary_like
nssCH2,int64,23,0.01165146909827761,True,False,False,False,0.0,39.0,3.862208713272543,3.722962017723993,integer_count_like
ntCH,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.008611955420466059,0.09240016041275255,binary_like
ndsCH,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,0.37436676798378926,0.7699863018229032,integer_low_cardinality
naaCH,int64,20,0.010131712259371834,True,False,False,False,0.0,19.0,8.267477203647417,3.552099714136169,integer_count_like
nsssCH,int64,13,0.006585612968591692,True,False,True,False,0.0,20.0,0.9148936170212766,1.5889215830849894,integer_low_cardinality
nddC,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ntsC,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.057244174265450865,0.25517084916468413,integer_low_cardinality
ndssC,int64,12,0.0060790273556231,True,False,True,False,0.0,28.0,1.2847011144883485,1.552198488841771,integer_low_cardinality
naasC,int64,13,0.006585612968591692,True,False,True,False,0.0,14.0,5.575987841945289,1.9870530566401292,integer_low_cardinality
naaaC,int64,6,0.00303951367781155,True,False,True,False,0.0,6.0,0.7973657548125633,1.1907585515237222,integer_low_cardinality
nssssC,int64,4,0.002026342451874367,True,False,True,False,0.0,3.0,0.2740628166160081,0.5661562825554111,integer_low_cardinality
nsNH3p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsNH2,int64,5,0.0025329280648429585,True,False,True,False,0.0,12.0,0.0425531914893617,0.4054001812379568,integer_low_cardinality
nssNH2p,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndNH,int64,4,0.002026342451874367,True,False,True,False,0.0,8.0,0.013677811550151976,0.2166226661207838,integer_low_cardinality
nssNH,int64,8,0.004052684903748734,True,False,True,False,0.0,26.0,0.24772036474164133,0.9317828184129712,integer_low_cardinality
naaNH,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.07446808510638298,0.27013936090603036,integer_low_cardinality
ntN,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.0425531914893617,0.2140286745114245,integer_low_cardinality
nsssNHp,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndsN,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.06585612968591692,0.25999639848338524,integer_low_cardinality
naaN,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,0.35714285714285715,0.729746554147344,integer_low_cardinality
nsssN,int64,4,0.002026342451874367,True,False,True,False,0.0,3.0,0.5379939209726444,0.6873625701922055,integer_low_cardinality
nddsN,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
naasN,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.09878419452887538,0.30508779448530166,integer_low_cardinality
nssssNp,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.0005065856129685917,0.022501755131218715,binary_like
nsOH,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,1.3966565349544073,0.9448891834293804,integer_low_cardinality
ndO,int64,9,0.004559270516717325,True,False,True,False,0.0,20.0,0.8267477203647416,1.1327195400520693,integer_low_cardinality
nssO,int64,6,0.00303951367781155,True,False,True,False,0.0,5.0,0.8520770010131712,0.9833483120875606,integer_low_cardinality
naaO,int64,4,0.002026342451874367,True,False,True,False,0.0,3.0,0.1524822695035461,0.38269483643174945,integer_low_cardinality
naOm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsOm,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.010638297872340425,0.1164673266136534,integer_low_cardinality
nsF,int64,7,0.0035460992907801418,True,False,True,False,0.0,6.0,0.28318135764944274,0.7654857279750789,integer_low_cardinality
nsSiH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssSiH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssSiH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssSi,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsPH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssPH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndsssP,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.0010131712259371835,0.031814221819874,binary_like
nddsP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssssP,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsSH,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.0005065856129685917,0.02250175513121884,binary_like
ndS,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.016717325227963525,0.12821020343633655,binary_like
nssS,int64,4,0.002026342451874367,True,False,True,False,0.0,6.0,0.12360688956433637,0.3765141124479939,integer_low_cardinality
naaS,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.1038500506585613,0.33361999296151557,integer_low_cardinality
ndssS,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.0005065856129685917,0.022501755131219076,binary_like
nddssS,int64,2,0.0010131712259371835,True,True,True,False,0.0,1.0,0.06231003039513678,0.24171779104420968,binary_like
nssssssS,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nSm,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsCl,int64,5,0.0025329280648429585,True,False,True,False,0.0,6.0,0.10131712259371833,0.3627379388767208,integer_low_cardinality
nsGeH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssGeH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssGeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssGe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsAsH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssAsH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndsssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nddsAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssssAs,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsSeH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
naaSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
ndssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nddssSe,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsBr,int64,4,0.002026342451874367,True,False,True,False,0.0,3.0,0.061296859169199594,0.25422775774243817,integer_low_cardinality
nsSnH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssSnH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssSnH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssSn,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsI,int64,3,0.001519756838905775,True,False,True,False,0.0,2.0,0.00303951367781155,0.07110989724565984,integer_low_cardinality
nsPbH3,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssPbH2,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nsssPbH,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
nssssPb,int64,1,0.0005065856129685917,True,True,True,False,0.0,0.0,0.0,0.0,binary_like
SHBd,float64,1679,0.8505572441742655,False,False,False,True,0.0,18.1619536853795,0.886337806928374,0.671196043492513,continuous_float_like
