SMILES,dataset_name,n_components,y_true,y_pred_cv,residual_cv,pIC50,observed_pIC50,predicted_pIC50_cv,abs_residual_cv,standardised_residual_cv,robust_z_residual_cv,flag_large_cv_residual_top5pct,flag_large_cv_residual_z25,flag_large_cv_residual,prediction_direction,Caco-2,CYP3A4,hERG,HOB,MN,T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20,flag_pca_outlier_empirical,flag_reason,T2_score,SPE_score,n_univariate_outlier_descriptors,prop_univariate_outlier_descriptors,flag_pIC50_iqr_outlier,flag_IC50_nM_iqr_outlier
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,primary_remove_constant_only,20,4.42596873227228,7.205211529448111,-2.7792427971758302,4.42596873227228,4.42596873227228,7.205211529448111,2.7792427971758302,-3.2477069499495808,-3.873982489425554,True,True,True,over_predicted,0,1,1,0,1,8.245318796480447,-2.644026868476739,5.728583040597908,-2.1871769690197773,1.678161520200838,-4.129940079078804,-11.622362601426955,2.3338144324779755,-5.125399306136381,2.1320429464719184,-5.330599724557889,-0.5538714529893918,5.858500877632295,3.3031199230466517,3.214098444074616,-4.960706266843947,3.709020144047997,6.495573841694414,3.0248241829636275,0.6530851293554633,False,not_flagged,111.2815829704528,96.32661508762952,4,0.016260162601626,False,True
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,primary_remove_constant_only,20,9.39794000867204,6.669691968924624,2.728248039747415,9.39794000867204,9.39794000867204,6.669691968924624,2.728248039747415,3.1881166081919083,3.7423821330736997,True,True,True,under_predicted,0,1,1,0,1,0.7039776685170172,0.1142636320093452,1.441723186891774,-7.541453123520319,-2.0914363951199064,3.1566332621426434,-0.9577540859005892,3.774360592696068,-0.6747634076065723,-1.9703339881593565,2.990514563857544,-1.5734655897613816,0.4176893814743153,1.275678523281632,0.2832293234349461,-1.0419682480718595,0.5428287157017583,1.3594294588341311,-0.5128910406572895,-1.2977912961847635,False,not_flagged,13.26829155659366,44.13105207650811,5,0.0203252032520325,False,False
CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,primary_remove_constant_only,20,9.82390874094432,7.121233223292704,2.702675517651617,9.82390874094432,9.82390874094432,7.121233223292704,2.702675517651617,3.158233627898622,3.7070176343635532,True,True,True,under_predicted,0,0,0,0,1,1.1512861633846605,-4.578476196537336,1.2870668900862194,-1.5692960246651404,-1.0529495438693386,2.1658376394072003,0.9599173592983374,-0.3473000624218232,0.7293199654139039,0.3771013125471337,2.031854211715681,-2.574667405113041,4.254951314474281,0.920808659181654,-2.1041797837718983,-2.8542241205340915,0.9654446880381188,0.7873525243701808,-0.3575495398092822,0.601352993569911,False,not_flagged,14.95967779034858,39.53103355246291,3,0.0121951219512195,False,False
Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Cl)cc5,primary_remove_constant_only,20,10.3372421683184,7.649255809571024,2.687986358747377,10.3372421683184,10.3372421683184,7.649255809571024,2.687986358747377,3.1410684908653663,3.68670384837185,True,True,True,under_predicted,0,1,1,0,1,7.622299925432602,-2.404217263631823,-1.3408179891113952,1.1324219305322414,-3.672504729401177,-2.2557342265156803,-0.4373221474899543,-0.987232498354896,-0.3895490855492855,-1.4715860252985606,-0.1746392378994171,1.4752912922836707,-0.3158365393795662,3.5786931516813123,0.8520732738414313,3.3823950241586704,2.3866309559455616,-1.910060969544582,-1.7360120484339647,1.4525098715294953,False,not_flagged,19.0480450023248,51.745186237662594,1,0.0040650406504065,False,False
Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,primary_remove_constant_only,20,7.95860731484177,5.276392022997647,2.6822152918441238,7.95860731484177,7.95860731484177,5.276392022997647,2.6822152918441238,3.134324663334585,3.6787229817490075,True,True,True,under_predicted,0,0,0,1,1,-8.198975444953959,-1.1861638113135102,0.462594965490636,-6.047393073550695,2.077512346883563,-1.310333874342545,1.179122711701161,3.3071531004184216,0.8934080574909798,-0.9909829695641028,-0.3967289265999792,-0.110106860218234,-1.0936932066452212,-2.4014096952470987,2.1778896821579434,2.486438494961536,-0.1662938256089588,-0.5983861127524689,1.035529546703154,0.643528629443583,False,not_flagged,12.319187058794084,63.28523000890667,1,0.0040650406504065,False,False
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,primary_remove_constant_only,20,4.74982405191608,7.4177896634175555,-2.667965611501476,4.74982405191608,4.74982405191608,7.4177896634175555,2.667965611501476,-3.1176730825765437,-3.720096147104392,True,True,True,over_predicted,1,1,1,1,0,-1.3259512966869718,5.662723971376987,-5.949790038837604,7.810732340180814,11.969708820737598,5.394456245973848,-0.5566657889053629,7.121872318097772,7.037676069106181,-5.95517623629436,-5.789620339178292,7.066795494501185,-1.0948387931774626,-0.5378312706675047,-3.4634221422930325,-4.565608310486379,4.754427398648912,-1.7649714802341026,0.4045684961372527,5.301031471759861,False,not_flagged,128.69264723278965,146.15829858805773,15,0.0609756097560975,False,True
COc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,primary_remove_constant_only,20,3.93704216591549,6.592647066276793,-2.655604900361303,3.93704216591549,3.93704216591549,6.592647066276793,2.655604900361303,-3.103228872262479,-3.703002395008467,True,True,True,over_predicted,0,1,1,0,1,9.946541968254676,9.939987337551358,-2.225927919460428,-6.598559041795125,-1.8741377009571785,1.4343832957489129,-3.470569681096174,0.829049823675938,-0.4405138164205925,0.1262568595886676,-0.3102688719525014,0.0039642826299271,-0.774676525153331,-0.1102651184777875,1.7924289014928734,-1.490394264982564,-2.0729702201186684,-2.129771341081557,-0.3188055898072833,3.345950319014861,False,not_flagged,28.067033900320748,91.62997299721302,10,0.040650406504065,False,True
CCCCCCCCOC(=O)c1cc(I)c(O)c(I)c1,primary_remove_constant_only,20,4.87942606879415,2.352077760440542,2.5273483083536084,4.87942606879415,4.87942606879415,2.352077760440542,2.5273483083536084,2.953353580451518,3.4645558684162725,True,True,True,under_predicted,1,0,1,0,0,-6.9048042144898,1.5235308868847746,-0.582893206997021,-0.1653163877650784,10.659259235053382,-6.9887380593137856,-5.534674276373311,-0.9702283585782612,-17.388176903102405,-1.3280928112942816,-9.549167249388,-4.534935578690556,7.393657228675355,-4.207830720530287,-2.393411430851193,-2.4218337907758998,-10.100697588266664,-2.476237950722333,5.370647120394426,1.9899386028747448,True,T2_only,739.7365450192902,254.97889513145924,10,0.040650406504065,False,True
Cn1nnnc1\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2,primary_remove_constant_only,20,9.0,6.474331521207671,2.525668478792329,9.0,9.0,6.474331521207671,2.525668478792329,2.9513906018494174,3.462232815174571,True,True,True,under_predicted,0,1,0,0,1,2.782957007617985,-1.3316827553340418,-1.4160942231255231,-2.657212048896217,-4.3734449800319,-2.133982195240434,2.490937081918503,2.867271972128009,3.5200471241275166,-0.7861763561896706,0.2644869938593025,-0.101110725618475,2.0992869506629264,5.718280169306519,0.2466633660544755,-0.9451386760287936,-1.715368818993212,0.2018042126265007,0.3385934021601095,-0.1976892914107136,False,not_flagged,26.38647872961826,95.2352012272382,0,0.0,False,False
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,primary_remove_constant_only,20,5.4389236725246,2.913872726625645,2.525050945898956,5.4389236725246,5.4389236725246,2.913872726625645,2.525050945898956,2.9506689787254254,3.461378822708386,True,True,True,under_predicted,0,1,1,1,1,-0.2696404935859236,13.033961096960711,-6.294519192804877,1.1724506451389545,-6.137467337755979,-1.3653614411446275,-5.473750042118229,3.9656301381055066,2.449143592449055,3.725487501796416,-6.011418847134596,-0.4183988415720022,-0.9602411409679544,-2.9062545993913824,-0.3395977501897034,-6.020123373414544,-8.238284680962328,2.0857519269999707,1.081909656487438,1.252408555002467,False,not_flagged,68.79033385846819,413.5720738521825,14,0.056910569105691,False,False
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,primary_remove_constant_only,20,8.77185639240226,6.270365201950656,2.5014911904516035,8.77185639240226,8.77185639240226,6.270365201950656,2.5014911904516035,2.9231380333962766,3.4287977992955185,True,True,True,under_predicted,1,1,0,0,0,-1.3810252536830343,-1.6438511160815534,1.0711336097295616,4.561938590931895,9.202233179469417,-0.9019177223615746,-2.8377944280001297,-0.0971823304295105,1.4068341461586655,-0.0965575298536048,0.3375135302632864,2.1582818840340874,1.6910679633061343,-1.430211055670122,2.05422155286955,0.4309075973858866,-2.081973084669607,-0.783594447525308,1.181357286700213,-0.0438331687227495,False,not_flagged,12.364405214157308,68.45517704221908,5,0.0203252032520325,False,False
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,primary_remove_constant_only,20,8.22184874961636,5.728957515363868,2.492891234252492,8.22184874961636,8.22184874961636,5.728957515363868,2.492891234252492,2.9130884840925964,3.416904833135533,True,True,True,under_predicted,0,1,1,0,0,11.062020843707892,5.912687801199234,3.695897305522632,9.804956094747071,2.676368131840823,1.2215757182119755,-12.487905591845973,8.243534018230257,-9.290781958964685,2.0309792907794173,-5.75565765705342,-2.3511272893957544,-5.576499210098779,-5.425424909508645,-9.721994648563882,1.6079414317067602,-7.204257508930962,5.314019172607621,-1.1198068417930476,7.420195188657349,True,T2_and_SPE,162.89849315147993,5504.209555465798,27,0.1097560975609756,False,False
COc1cc(ccc1O)C(=O)CCc2cc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@@H]4CCc3cc2OC,primary_remove_constant_only,20,4.18770003287361,6.650702694810509,-2.4630026619368985,4.18770003287361,4.18770003287361,6.650702694810509,2.4630026619368985,-2.8781619479396334,-3.4366508170602597,True,True,True,over_predicted,0,1,0,0,0,7.119896384002531,2.836057541500687,-3.4781415104159423,-0.2380004537129953,8.21129251034703,-0.6584039459857647,-3.2511108940939497,0.9435621743159104,1.7905014706613285,1.2895608662083249,0.308204034603968,1.446567550015125,-0.1949852869042586,-1.2731066060276923,0.9097164918724596,1.9669051093894327,-0.4393094944340119,-0.740686394525698,1.4128003228090953,0.8025402508212286,False,not_flagged,12.456691356438402,64.95666063045837,6,0.024390243902439,False,True
CC(C)c1ccccc1N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,primary_remove_constant_only,20,5.0,7.416749755562895,-2.416749755562895,5.0,5.0,7.416749755562895,2.416749755562895,-2.82411273509689,-3.3726872063660784,True,True,True,over_predicted,0,1,1,0,1,6.221158991970572,-1.8592732761206443,0.0180203991072355,-0.3692058557619398,1.35809778890738,2.4071720853358944,-1.2510172106865505,0.7152884620837163,1.845107646447064,2.1918355073021702,1.26895210016368,-1.5599320771968217,2.7430345355966206,2.423683764318732,-1.9714842193422468,-2.5380840335463524,-0.9173273567319704,-0.0212883737497598,1.626009701895297,0.0760646661382866,False,not_flagged,15.754925977770814,30.14522918569565,2,0.008130081300813,False,False
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,primary_remove_constant_only,20,5.33320131633383,7.740087712268162,-2.406886395934332,5.33320131633383,5.33320131633383,7.740087712268162,2.406886395934332,-2.812586825360581,-3.359047066861835,True,True,True,over_predicted,1,1,0,0,0,-0.6459070467055792,1.9651345444033768,-0.5931671086867861,9.371502942385774,13.216128029089912,7.4299808255301345,-0.0491042037485873,3.042444253210622,5.157800738034199,-6.524724025991291,-8.215534793131209,2.2509978080676203,-3.9206397759052978,-0.2804585773923427,-3.62752075130923,-1.1024858313876864,7.8210533029770914,-1.5619081769312528,-3.641269569212393,4.826682528678615,False,not_flagged,113.53300341581192,85.68824998231555,22,0.089430894308943,False,False
COc1cc(O)c(\C=C/C(C)(C)O)c2OC(CC(=O)c12)c3ccc(O)cc3,primary_remove_constant_only,20,3.0,5.379300076245259,-2.3793000762452587,3.0,3.0,5.379300076245259,2.3793000762452587,-2.780350605384127,-3.320897667150407,True,True,True,over_predicted,1,1,0,0,1,-2.181172202266419,1.6018039360033418,1.952361942319645,-5.806365496802703,5.356209850388793,1.5754014408787842,-3.960856379676559,-0.9109228200945866,2.4805832431334194,1.120510359271745,3.4760420435372863,0.6827780395011487,1.558143035106177,0.2797249216003825,1.113759300028175,-0.5085993675896301,-1.2381552461383611,1.3849694539612918,-0.650451470484813,-0.8618023805545693,False,not_flagged,11.857021031357284,93.12277933923654,4,0.016260162601626,False,True
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,primary_remove_constant_only,20,8.88605664769316,6.5136790030682254,2.372377644624934,8.88605664769316,8.88605664769316,6.5136790030682254,2.372377644624934,2.7722613411763635,3.250245374636553,True,True,True,under_predicted,1,1,1,0,0,-1.7822262710634105,-2.4445167188868906,-0.6621667037817861,6.104913418459031,8.189051517996269,0.4791622277460171,-0.5097311488739313,1.8098347043273224,-1.2148806669649923,-1.456320344301676,0.3641381012892113,0.6204471579394939,0.5355383268335556,-0.2100501301266907,2.13377619247456,0.1914591224265431,-1.7333822530924647,-0.6363950461210853,0.9398971945700496,-0.2251057150212596,False,not_flagged,12.16070996882647,45.229949219048,5,0.0203252032520325,False,False
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,primary_remove_constant_only,20,9.30102999566398,6.935695061138602,2.365334934525378,9.30102999566398,9.30102999566398,6.935695061138602,2.365334934525378,2.7640315245658638,3.240505939812773,True,True,True,under_predicted,0,1,0,1,1,1.7032015057600924,3.1535815924288344,2.829211005456935,-7.443909429557439,-5.610499634497537,4.3997416882945135,-5.469088510964309,4.952069932727061,-1.477589158048892,-0.5588391586351198,2.8839650441507274,-0.5400821678107578,-0.8557818443766727,-0.0720149485287416,-2.9205906460976085,0.6263517608734275,0.8744698108085545,1.643468742478182,-0.9246122607199896,-2.2317022422688524,False,not_flagged,25.714992257208205,74.97051058730176,18,0.073170731707317,False,False
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,primary_remove_constant_only,20,5.59323166201562,7.931495306527713,-2.338263644512093,5.59323166201562,5.59323166201562,7.931495306527713,2.338263644512093,-2.732397146738354,-3.2641479718462025,True,True,True,over_predicted,0,0,1,1,1,7.869167570164565,3.4051333562613046,6.782343191744492,-7.054417743111799,5.360711677656326,2.6880900707693374,0.3058663613262335,6.3513445255332,6.169971937985968,6.523200352194922,-0.7502589610364103,-0.6703973337554473,3.065205538697757,-1.12302889212348,-1.2777500419630987,1.449710212065223,-3.137885607960716,3.468012305723795,-1.76001624141489,-1.7511772691612637,False,not_flagged,59.78974441434099,457.7988392949973,22,0.089430894308943,False,False
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(CC1)c2ccc(cc2)C#N)N3C(=S)Nc4ccccc4C3=O,primary_remove_constant_only,20,7.09691001300806,4.768158115235743,2.3287518977723165,7.09691001300806,7.09691001300806,4.768158115235743,2.3287518977723165,2.721282117125136,3.189914889339912,True,True,True,under_predicted,0,1,1,1,1,1.4588488443072372,14.137602653634165,-6.139102730655084,-1.8140864689723863,-2.0594311085367623,4.709848693893084,0.1822567775882985,-1.4899962596386265,-0.8120660675681018,1.0591858047979987,-3.067300012182062,2.9617659252868878,-1.015964923472205,-1.8978133991291657,0.0442834935572952,-6.652512289080267,-0.2062387770060929,-0.5100530083511641,2.337704622456235,-0.5824771537913525,False,not_flagged,49.02909287245793,187.23774670468347,9,0.0365853658536585,False,False
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCOCC5)cc4)c6ccc(O)cc6C3=O,primary_remove_constant_only,20,4.70333480973847,7.020503630588128,-2.317168820849658,4.70333480973847,4.70333480973847,7.020503630588128,2.317168820849658,-2.707746617649615,-3.234975727458015,True,True,True,over_predicted,0,1,0,1,1,7.933465529044724,1.2691689364428445,-0.3721907789074671,-3.740815741940431,-1.2057678625332169,-0.4741624049791096,-0.5270993644488303,1.058584581591682,2.6224572573528206,0.0343860527513001,-1.48980215379707,-0.700207242416531,-1.5028116557246678,-2.6387838652148616,2.3448587519708046,1.819427366854024,-0.1544613896968101,0.248170504169776,-0.9621016298321516,-0.2095229092798507,False,not_flagged,12.194280823173209,86.12030243750071,3,0.0121951219512195,False,True
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,primary_remove_constant_only,20,9.21467016498923,6.91794472924661,2.2967254357426192,9.21467016498923,9.21467016498923,6.91794472924661,2.2967254357426192,2.683857332424124,3.1456251720059343,True,True,True,under_predicted,0,1,1,0,1,9.34603639277618,-2.120255614027338,-2.534492455191325,-4.381610912796667,2.7818878719883986,0.1160981484847392,0.5289180365820856,-0.860599895222703,0.829387359072188,-1.299430962305126,0.2098666875489292,0.4807627025329675,-0.947348036379232,-2.198968164930758,2.6965139771243454,0.9553862157819468,0.7471088427223694,0.6157554237265812,0.8149360619252387,-0.875853126119351,False,not_flagged,10.5562857528513,55.62476398092137,3,0.0121951219512195,False,False
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,primary_remove_constant_only,20,4.25272028744559,6.545453223522359,-2.292732936076769,4.25272028744559,4.25272028744559,6.545453223522359,2.292732936076769,-2.679191864216154,-3.201183095964928,True,True,True,over_predicted,1,0,0,0,1,-6.865328241869936,-4.093502369547939,3.8418115505881616,-1.7422098722136472,-1.4418565823913363,5.0061107026438005,2.060347269743426,-0.6422949601589649,1.597281991165132,1.1995129793858956,-3.2515699694194065,-1.4172982630182305,3.2300684034631706,-0.6245336909919895,4.709715953932915,-3.2016540158254645,-0.185405887214468,-3.33677693754922,1.4635526697077317,-0.4991004862480105,False,not_flagged,22.325556929070668,176.76639112719428,2,0.008130081300813,False,True
