column,missing_count,table,missing_rate
SC-3,0,desc_train,0.0
SC-4,0,desc_train,0.0
SC-5,0,desc_train,0.0
SC-6,0,desc_train,0.0
VC-3,0,desc_train,0.0
VC-4,0,desc_train,0.0
VC-5,0,desc_train,0.0
VC-6,0,desc_train,0.0
SPC-4,0,desc_train,0.0
SPC-5,0,desc_train,0.0
SPC-6,0,desc_train,0.0
VPC-4,0,desc_train,0.0
VPC-5,0,desc_train,0.0
VPC-6,0,desc_train,0.0
SP-0,0,desc_train,0.0
SP-1,0,desc_train,0.0
SP-2,0,desc_train,0.0
SP-3,0,desc_train,0.0
SP-4,0,desc_train,0.0
SP-5,0,desc_train,0.0
SP-6,0,desc_train,0.0
SP-7,0,desc_train,0.0
VP-0,0,desc_train,0.0
VP-1,0,desc_train,0.0
VP-2,0,desc_train,0.0
VP-3,0,desc_train,0.0
VP-4,0,desc_train,0.0
VP-5,0,desc_train,0.0
VP-6,0,desc_train,0.0
VP-7,0,desc_train,0.0
CrippenLogP,0,desc_train,0.0
CrippenMR,0,desc_train,0.0
ECCEN,0,desc_train,0.0
nHBd,0,desc_train,0.0
nwHBd,0,desc_train,0.0
nHBa,0,desc_train,0.0
nwHBa,0,desc_train,0.0
nHBint2,0,desc_train,0.0
nHBint3,0,desc_train,0.0
nHBint4,0,desc_train,0.0
nHBint5,0,desc_train,0.0
nHBint6,0,desc_train,0.0
nHBint7,0,desc_train,0.0
nHBint8,0,desc_train,0.0
nHBint9,0,desc_train,0.0
nHBint10,0,desc_train,0.0
nHsOH,0,desc_train,0.0
nHdNH,0,desc_train,0.0
nHsSH,0,desc_train,0.0
nHsNH2,0,desc_train,0.0
nHssNH,0,desc_train,0.0
nHaaNH,0,desc_train,0.0
nHsNH3p,0,desc_train,0.0
nHssNH2p,0,desc_train,0.0
nHsssNHp,0,desc_train,0.0
nHtCH,0,desc_train,0.0
nHdCH2,0,desc_train,0.0
nHdsCH,0,desc_train,0.0
nHaaCH,0,desc_train,0.0
nHCHnX,0,desc_train,0.0
nHCsats,0,desc_train,0.0
nHCsatu,0,desc_train,0.0
nHAvin,0,desc_train,0.0
nHother,0,desc_train,0.0
nHmisc,0,desc_train,0.0
nsLi,0,desc_train,0.0
nssBe,0,desc_train,0.0
nssssBem,0,desc_train,0.0
nsBH2,0,desc_train,0.0
nssBH,0,desc_train,0.0
nsssB,0,desc_train,0.0
nssssBm,0,desc_train,0.0
nsCH3,0,desc_train,0.0
ndCH2,0,desc_train,0.0
nssCH2,0,desc_train,0.0
ntCH,0,desc_train,0.0
ndsCH,0,desc_train,0.0
naaCH,0,desc_train,0.0
nsssCH,0,desc_train,0.0
nddC,0,desc_train,0.0
ntsC,0,desc_train,0.0
ndssC,0,desc_train,0.0
naasC,0,desc_train,0.0
naaaC,0,desc_train,0.0
nssssC,0,desc_train,0.0
nsNH3p,0,desc_train,0.0
nsNH2,0,desc_train,0.0
nssNH2p,0,desc_train,0.0
ndNH,0,desc_train,0.0
nssNH,0,desc_train,0.0
naaNH,0,desc_train,0.0
ntN,0,desc_train,0.0
nsssNHp,0,desc_train,0.0
ndsN,0,desc_train,0.0
naaN,0,desc_train,0.0
nsssN,0,desc_train,0.0
nddsN,0,desc_train,0.0
naasN,0,desc_train,0.0
nssssNp,0,desc_train,0.0
nsOH,0,desc_train,0.0
ndO,0,desc_train,0.0
nssO,0,desc_train,0.0
naaO,0,desc_train,0.0
naOm,0,desc_train,0.0
nsOm,0,desc_train,0.0
nsF,0,desc_train,0.0
nsSiH3,0,desc_train,0.0
nssSiH2,0,desc_train,0.0
nsssSiH,0,desc_train,0.0
nssssSi,0,desc_train,0.0
nsPH2,0,desc_train,0.0
nssPH,0,desc_train,0.0
nsssP,0,desc_train,0.0
ndsssP,0,desc_train,0.0
nddsP,0,desc_train,0.0
nsssssP,0,desc_train,0.0
nsSH,0,desc_train,0.0
ndS,0,desc_train,0.0
nssS,0,desc_train,0.0
naaS,0,desc_train,0.0
ndssS,0,desc_train,0.0
nddssS,0,desc_train,0.0
nssssssS,0,desc_train,0.0
nSm,0,desc_train,0.0
nsCl,0,desc_train,0.0
nsGeH3,0,desc_train,0.0
nssGeH2,0,desc_train,0.0
nsssGeH,0,desc_train,0.0
nssssGe,0,desc_train,0.0
nsAsH2,0,desc_train,0.0
nssAsH,0,desc_train,0.0
nsssAs,0,desc_train,0.0
ndsssAs,0,desc_train,0.0
nddsAs,0,desc_train,0.0
nsssssAs,0,desc_train,0.0
nsSeH,0,desc_train,0.0
ndSe,0,desc_train,0.0
nssSe,0,desc_train,0.0
naaSe,0,desc_train,0.0
ndssSe,0,desc_train,0.0
nssssssSe,0,desc_train,0.0
nddssSe,0,desc_train,0.0
nsBr,0,desc_train,0.0
nsSnH3,0,desc_train,0.0
nssSnH2,0,desc_train,0.0
nsssSnH,0,desc_train,0.0
nssssSn,0,desc_train,0.0
nsI,0,desc_train,0.0
nsPbH3,0,desc_train,0.0
nssPbH2,0,desc_train,0.0
nsssPbH,0,desc_train,0.0
nssssPb,0,desc_train,0.0
SHBd,0,desc_train,0.0
SwHBd,0,desc_train,0.0
SHBa,0,desc_train,0.0
SwHBa,0,desc_train,0.0
SHBint2,0,desc_train,0.0
SHBint3,0,desc_train,0.0
SHBint4,0,desc_train,0.0
SHBint5,0,desc_train,0.0
SHBint6,0,desc_train,0.0
SHBint7,0,desc_train,0.0
SHBint8,0,desc_train,0.0
SHBint9,0,desc_train,0.0
SHBint10,0,desc_train,0.0
SHsOH,0,desc_train,0.0
SHdNH,0,desc_train,0.0
SHsSH,0,desc_train,0.0
SHsNH2,0,desc_train,0.0
SHssNH,0,desc_train,0.0
SHaaNH,0,desc_train,0.0
SHsNH3p,0,desc_train,0.0
SHssNH2p,0,desc_train,0.0
SHsssNHp,0,desc_train,0.0
SHtCH,0,desc_train,0.0
SHdCH2,0,desc_train,0.0
SHdsCH,0,desc_train,0.0
SHaaCH,0,desc_train,0.0
SHCHnX,0,desc_train,0.0
SHCsats,0,desc_train,0.0
SHCsatu,0,desc_train,0.0
SHAvin,0,desc_train,0.0
SHother,0,desc_train,0.0
SHmisc,0,desc_train,0.0
SsLi,0,desc_train,0.0
SssBe,0,desc_train,0.0
SssssBem,0,desc_train,0.0
SsBH2,0,desc_train,0.0
SssBH,0,desc_train,0.0
SsssB,0,desc_train,0.0
SssssBm,0,desc_train,0.0
SsCH3,0,desc_train,0.0
SdCH2,0,desc_train,0.0
SssCH2,0,desc_train,0.0
StCH,0,desc_train,0.0
SdsCH,0,desc_train,0.0
SaaCH,0,desc_train,0.0
SsssCH,0,desc_train,0.0
SddC,0,desc_train,0.0
StsC,0,desc_train,0.0
SdssC,0,desc_train,0.0
SaasC,0,desc_train,0.0
SaaaC,0,desc_train,0.0
SssssC,0,desc_train,0.0
SsNH3p,0,desc_train,0.0
SsNH2,0,desc_train,0.0
SssNH2p,0,desc_train,0.0
SdNH,0,desc_train,0.0
SssNH,0,desc_train,0.0
SaaNH,0,desc_train,0.0
StN,0,desc_train,0.0
SsssNHp,0,desc_train,0.0
SdsN,0,desc_train,0.0
SaaN,0,desc_train,0.0
SsssN,0,desc_train,0.0
SddsN,0,desc_train,0.0
SaasN,0,desc_train,0.0
SssssNp,0,desc_train,0.0
SsOH,0,desc_train,0.0
SdO,0,desc_train,0.0
SssO,0,desc_train,0.0
SaaO,0,desc_train,0.0
SaOm,0,desc_train,0.0
SsOm,0,desc_train,0.0
SsF,0,desc_train,0.0
SsSiH3,0,desc_train,0.0
SssSiH2,0,desc_train,0.0
SsssSiH,0,desc_train,0.0
SssssSi,0,desc_train,0.0
SsPH2,0,desc_train,0.0
SssPH,0,desc_train,0.0
SsssP,0,desc_train,0.0
SdsssP,0,desc_train,0.0
SddsP,0,desc_train,0.0
SsssssP,0,desc_train,0.0
SsSH,0,desc_train,0.0
SdS,0,desc_train,0.0
SssS,0,desc_train,0.0
SaaS,0,desc_train,0.0
SdssS,0,desc_train,0.0
SddssS,0,desc_train,0.0
SssssssS,0,desc_train,0.0
SSm,0,desc_train,0.0
SsCl,0,desc_train,0.0
SsGeH3,0,desc_train,0.0
SssGeH2,0,desc_train,0.0
SsssGeH,0,desc_train,0.0
SssssGe,0,desc_train,0.0
SsAsH2,0,desc_train,0.0
SssAsH,0,desc_train,0.0
SsssAs,0,desc_train,0.0
SdsssAs,0,desc_train,0.0
SddsAs,0,desc_train,0.0
SsssssAs,0,desc_train,0.0
SsSeH,0,desc_train,0.0
SdSe,0,desc_train,0.0
SssSe,0,desc_train,0.0
SaaSe,0,desc_train,0.0
SdssSe,0,desc_train,0.0
SssssssSe,0,desc_train,0.0
SddssSe,0,desc_train,0.0
SsBr,0,desc_train,0.0
SsSnH3,0,desc_train,0.0
SssSnH2,0,desc_train,0.0
SsssSnH,0,desc_train,0.0
SssssSn,0,desc_train,0.0
SsI,0,desc_train,0.0
SsPbH3,0,desc_train,0.0
SssPbH2,0,desc_train,0.0
SsssPbH,0,desc_train,0.0
SssssPb,0,desc_train,0.0
minHBd,0,desc_train,0.0
minwHBd,0,desc_train,0.0
minHBa,0,desc_train,0.0
minwHBa,0,desc_train,0.0
minHBint2,0,desc_train,0.0
minHBint3,0,desc_train,0.0
minHBint4,0,desc_train,0.0
minHBint5,0,desc_train,0.0
minHBint6,0,desc_train,0.0
minHBint7,0,desc_train,0.0
minHBint8,0,desc_train,0.0
minHBint9,0,desc_train,0.0
minHBint10,0,desc_train,0.0
minHsOH,0,desc_train,0.0
minHdNH,0,desc_train,0.0
minHsSH,0,desc_train,0.0
minHsNH2,0,desc_train,0.0
minHssNH,0,desc_train,0.0
minHaaNH,0,desc_train,0.0
minHsNH3p,0,desc_train,0.0
minHssNH2p,0,desc_train,0.0
minHsssNHp,0,desc_train,0.0
minHtCH,0,desc_train,0.0
minHdCH2,0,desc_train,0.0
minHdsCH,0,desc_train,0.0
minHaaCH,0,desc_train,0.0
minHCHnX,0,desc_train,0.0
minHCsats,0,desc_train,0.0
minHCsatu,0,desc_train,0.0
minHAvin,0,desc_train,0.0
minHother,0,desc_train,0.0
minHmisc,0,desc_train,0.0
minsLi,0,desc_train,0.0
minssBe,0,desc_train,0.0
minssssBem,0,desc_train,0.0
minsBH2,0,desc_train,0.0
minssBH,0,desc_train,0.0
minsssB,0,desc_train,0.0
minssssBm,0,desc_train,0.0
minsCH3,0,desc_train,0.0
mindCH2,0,desc_train,0.0
minssCH2,0,desc_train,0.0
mintCH,0,desc_train,0.0
mindsCH,0,desc_train,0.0
minaaCH,0,desc_train,0.0
minsssCH,0,desc_train,0.0
minddC,0,desc_train,0.0
mintsC,0,desc_train,0.0
mindssC,0,desc_train,0.0
minaasC,0,desc_train,0.0
minaaaC,0,desc_train,0.0
minssssC,0,desc_train,0.0
minsNH3p,0,desc_train,0.0
minsNH2,0,desc_train,0.0
minssNH2p,0,desc_train,0.0
mindNH,0,desc_train,0.0
minssNH,0,desc_train,0.0
minaaNH,0,desc_train,0.0
mintN,0,desc_train,0.0
minsssNHp,0,desc_train,0.0
mindsN,0,desc_train,0.0
minaaN,0,desc_train,0.0
minsssN,0,desc_train,0.0
minddsN,0,desc_train,0.0
minaasN,0,desc_train,0.0
minssssNp,0,desc_train,0.0
minsOH,0,desc_train,0.0
mindO,0,desc_train,0.0
minssO,0,desc_train,0.0
minaaO,0,desc_train,0.0
minaOm,0,desc_train,0.0
minsOm,0,desc_train,0.0
minsF,0,desc_train,0.0
minsSiH3,0,desc_train,0.0
minssSiH2,0,desc_train,0.0
minsssSiH,0,desc_train,0.0
minssssSi,0,desc_train,0.0
minsPH2,0,desc_train,0.0
minssPH,0,desc_train,0.0
minsssP,0,desc_train,0.0
mindsssP,0,desc_train,0.0
minddsP,0,desc_train,0.0
minsssssP,0,desc_train,0.0
minsSH,0,desc_train,0.0
mindS,0,desc_train,0.0
minssS,0,desc_train,0.0
minaaS,0,desc_train,0.0
mindssS,0,desc_train,0.0
minddssS,0,desc_train,0.0
minssssssS,0,desc_train,0.0
minSm,0,desc_train,0.0
minsCl,0,desc_train,0.0
minsGeH3,0,desc_train,0.0
minssGeH2,0,desc_train,0.0
minsssGeH,0,desc_train,0.0
minssssGe,0,desc_train,0.0
minsAsH2,0,desc_train,0.0
minssAsH,0,desc_train,0.0
minsssAs,0,desc_train,0.0
mindsssAs,0,desc_train,0.0
minddsAs,0,desc_train,0.0
minsssssAs,0,desc_train,0.0
minsSeH,0,desc_train,0.0
mindSe,0,desc_train,0.0
minssSe,0,desc_train,0.0
minaaSe,0,desc_train,0.0
mindssSe,0,desc_train,0.0
minssssssSe,0,desc_train,0.0
minddssSe,0,desc_train,0.0
minsBr,0,desc_train,0.0
minsSnH3,0,desc_train,0.0
minssSnH2,0,desc_train,0.0
minsssSnH,0,desc_train,0.0
minssssSn,0,desc_train,0.0
minsI,0,desc_train,0.0
minsPbH3,0,desc_train,0.0
minssPbH2,0,desc_train,0.0
minsssPbH,0,desc_train,0.0
minssssPb,0,desc_train,0.0
maxHBd,0,desc_train,0.0
maxwHBd,0,desc_train,0.0
maxHBa,0,desc_train,0.0
maxwHBa,0,desc_train,0.0
maxHBint2,0,desc_train,0.0
maxHBint3,0,desc_train,0.0
maxHBint4,0,desc_train,0.0
maxHBint5,0,desc_train,0.0
maxHBint6,0,desc_train,0.0
maxHBint7,0,desc_train,0.0
maxHBint8,0,desc_train,0.0
maxHBint9,0,desc_train,0.0
maxHBint10,0,desc_train,0.0
maxHsOH,0,desc_train,0.0
maxHdNH,0,desc_train,0.0
maxHsSH,0,desc_train,0.0
maxHsNH2,0,desc_train,0.0
maxHssNH,0,desc_train,0.0
maxHaaNH,0,desc_train,0.0
maxHsNH3p,0,desc_train,0.0
maxHssNH2p,0,desc_train,0.0
maxHsssNHp,0,desc_train,0.0
maxHtCH,0,desc_train,0.0
maxHdCH2,0,desc_train,0.0
maxHdsCH,0,desc_train,0.0
maxHaaCH,0,desc_train,0.0
maxHCHnX,0,desc_train,0.0
maxHCsats,0,desc_train,0.0
maxHCsatu,0,desc_train,0.0
maxHAvin,0,desc_train,0.0
maxHother,0,desc_train,0.0
maxHmisc,0,desc_train,0.0
maxsLi,0,desc_train,0.0
maxssBe,0,desc_train,0.0
maxssssBem,0,desc_train,0.0
maxsBH2,0,desc_train,0.0
maxssBH,0,desc_train,0.0
maxsssB,0,desc_train,0.0
maxssssBm,0,desc_train,0.0
maxsCH3,0,desc_train,0.0
maxdCH2,0,desc_train,0.0
maxssCH2,0,desc_train,0.0
maxtCH,0,desc_train,0.0
maxdsCH,0,desc_train,0.0
maxaaCH,0,desc_train,0.0
maxsssCH,0,desc_train,0.0
maxddC,0,desc_train,0.0
maxtsC,0,desc_train,0.0
maxdssC,0,desc_train,0.0
maxaasC,0,desc_train,0.0
maxaaaC,0,desc_train,0.0
maxssssC,0,desc_train,0.0
maxsNH3p,0,desc_train,0.0
maxsNH2,0,desc_train,0.0
maxssNH2p,0,desc_train,0.0
maxdNH,0,desc_train,0.0
maxssNH,0,desc_train,0.0
maxaaNH,0,desc_train,0.0
maxtN,0,desc_train,0.0
maxsssNHp,0,desc_train,0.0
maxdsN,0,desc_train,0.0
maxaaN,0,desc_train,0.0
maxsssN,0,desc_train,0.0
maxddsN,0,desc_train,0.0
maxaasN,0,desc_train,0.0
maxssssNp,0,desc_train,0.0
maxsOH,0,desc_train,0.0
maxdO,0,desc_train,0.0
maxssO,0,desc_train,0.0
maxaaO,0,desc_train,0.0
maxaOm,0,desc_train,0.0
maxsOm,0,desc_train,0.0
maxsF,0,desc_train,0.0
maxsSiH3,0,desc_train,0.0
maxssSiH2,0,desc_train,0.0
maxsssSiH,0,desc_train,0.0
maxssssSi,0,desc_train,0.0
maxsPH2,0,desc_train,0.0
maxssPH,0,desc_train,0.0
maxsssP,0,desc_train,0.0
maxdsssP,0,desc_train,0.0
maxddsP,0,desc_train,0.0
maxsssssP,0,desc_train,0.0
maxsSH,0,desc_train,0.0
maxdS,0,desc_train,0.0
maxssS,0,desc_train,0.0
maxaaS,0,desc_train,0.0
maxdssS,0,desc_train,0.0
maxddssS,0,desc_train,0.0
maxssssssS,0,desc_train,0.0
maxSm,0,desc_train,0.0
maxsCl,0,desc_train,0.0
maxsGeH3,0,desc_train,0.0
maxssGeH2,0,desc_train,0.0
maxsssGeH,0,desc_train,0.0
maxssssGe,0,desc_train,0.0
maxsAsH2,0,desc_train,0.0
maxssAsH,0,desc_train,0.0
maxsssAs,0,desc_train,0.0
maxdsssAs,0,desc_train,0.0
maxddsAs,0,desc_train,0.0
maxsssssAs,0,desc_train,0.0
maxsSeH,0,desc_train,0.0
maxdSe,0,desc_train,0.0
maxssSe,0,desc_train,0.0
maxaaSe,0,desc_train,0.0
maxdssSe,0,desc_train,0.0
maxssssssSe,0,desc_train,0.0
maxddssSe,0,desc_train,0.0
maxsBr,0,desc_train,0.0
maxsSnH3,0,desc_train,0.0
maxssSnH2,0,desc_train,0.0
maxsssSnH,0,desc_train,0.0
maxssssSn,0,desc_train,0.0
maxsI,0,desc_train,0.0
maxsPbH3,0,desc_train,0.0
maxssPbH2,0,desc_train,0.0
maxsssPbH,0,desc_train,0.0
maxssssPb,0,desc_train,0.0
sumI,0,desc_train,0.0
hmax,0,desc_train,0.0
gmax,0,desc_train,0.0
hmin,0,desc_train,0.0
gmin,0,desc_train,0.0
LipoaffinityIndex,0,desc_train,0.0
MAXDN,0,desc_train,0.0
MAXDP,0,desc_train,0.0
DELS,0,desc_train,0.0
MAXDN2,0,desc_train,0.0
MAXDP2,0,desc_train,0.0
DELS2,0,desc_train,0.0
ETA_Alpha,0,desc_train,0.0
ETA_AlphaP,0,desc_train,0.0
ETA_dAlpha_A,0,desc_train,0.0
ETA_dAlpha_B,0,desc_train,0.0
ETA_Epsilon_1,0,desc_train,0.0
ETA_Epsilon_2,0,desc_train,0.0
ETA_Epsilon_3,0,desc_train,0.0
ETA_Epsilon_4,0,desc_train,0.0
ETA_Epsilon_5,0,desc_train,0.0
ETA_dEpsilon_A,0,desc_train,0.0
ETA_dEpsilon_B,0,desc_train,0.0
ETA_dEpsilon_C,0,desc_train,0.0
ETA_dEpsilon_D,0,desc_train,0.0
ETA_Psi_1,0,desc_train,0.0
ETA_dPsi_A,0,desc_train,0.0
ETA_dPsi_B,0,desc_train,0.0
ETA_Shape_P,0,desc_train,0.0
ETA_Shape_Y,0,desc_train,0.0
ETA_Shape_X,0,desc_train,0.0
ETA_Beta,0,desc_train,0.0
ETA_BetaP,0,desc_train,0.0
ETA_Beta_s,0,desc_train,0.0
ETA_BetaP_s,0,desc_train,0.0
ETA_Beta_ns,0,desc_train,0.0
ETA_BetaP_ns,0,desc_train,0.0
ETA_dBeta,0,desc_train,0.0
ETA_dBetaP,0,desc_train,0.0
ETA_Beta_ns_d,0,desc_train,0.0
ETA_BetaP_ns_d,0,desc_train,0.0
ETA_Eta,0,desc_train,0.0
ETA_EtaP,0,desc_train,0.0
ETA_Eta_R,0,desc_train,0.0
ETA_Eta_F,0,desc_train,0.0
ETA_EtaP_F,0,desc_train,0.0
ETA_Eta_L,0,desc_train,0.0
ETA_EtaP_L,0,desc_train,0.0
ETA_Eta_R_L,0,desc_train,0.0
ETA_Eta_F_L,0,desc_train,0.0
ETA_EtaP_F_L,0,desc_train,0.0
ETA_Eta_B,0,desc_train,0.0
ETA_EtaP_B,0,desc_train,0.0
ETA_Eta_B_RC,0,desc_train,0.0
ETA_EtaP_B_RC,0,desc_train,0.0
FMF,0,desc_train,0.0
fragC,0,desc_train,0.0
nHBAcc,0,desc_train,0.0
nHBAcc2,0,desc_train,0.0
nHBAcc3,0,desc_train,0.0
nHBAcc_Lipinski,0,desc_train,0.0
nHBDon,0,desc_train,0.0
nHBDon_Lipinski,0,desc_train,0.0
HybRatio,0,desc_train,0.0
Kier1,0,desc_train,0.0
Kier2,0,desc_train,0.0
Kier3,0,desc_train,0.0
nAtomLC,0,desc_train,0.0
nAtomP,0,desc_train,0.0
nAtomLAC,0,desc_train,0.0
MLogP,0,desc_train,0.0
McGowan_Volume,0,desc_train,0.0
MDEC-11,0,desc_train,0.0
MDEC-12,0,desc_train,0.0
MDEC-13,0,desc_train,0.0
MDEC-14,0,desc_train,0.0
MDEC-22,0,desc_train,0.0
MDEC-23,0,desc_train,0.0
MDEC-24,0,desc_train,0.0
MDEC-33,0,desc_train,0.0
MDEC-34,0,desc_train,0.0
MDEC-44,0,desc_train,0.0
MDEO-11,0,desc_train,0.0
MDEO-12,0,desc_train,0.0
MDEO-22,0,desc_train,0.0
MDEN-11,0,desc_train,0.0
MDEN-12,0,desc_train,0.0
MDEN-13,0,desc_train,0.0
MDEN-22,0,desc_train,0.0
MDEN-23,0,desc_train,0.0
MDEN-33,0,desc_train,0.0
MLFER_A,0,desc_train,0.0
MLFER_BH,0,desc_train,0.0
MLFER_BO,0,desc_train,0.0
MLFER_S,0,desc_train,0.0
MLFER_E,0,desc_train,0.0
MLFER_L,0,desc_train,0.0
PetitjeanNumber,0,desc_train,0.0
nRing,0,desc_train,0.0
n3Ring,0,desc_train,0.0
n4Ring,0,desc_train,0.0
n5Ring,0,desc_train,0.0
n6Ring,0,desc_train,0.0
n7Ring,0,desc_train,0.0
n8Ring,0,desc_train,0.0
n9Ring,0,desc_train,0.0
n10Ring,0,desc_train,0.0
n11Ring,0,desc_train,0.0
n12Ring,0,desc_train,0.0
nG12Ring,0,desc_train,0.0
nFRing,0,desc_train,0.0
nF4Ring,0,desc_train,0.0
nF5Ring,0,desc_train,0.0
nF6Ring,0,desc_train,0.0
nF7Ring,0,desc_train,0.0
nF8Ring,0,desc_train,0.0
nF9Ring,0,desc_train,0.0
nF10Ring,0,desc_train,0.0
nF11Ring,0,desc_train,0.0
nF12Ring,0,desc_train,0.0
nFG12Ring,0,desc_train,0.0
nTRing,0,desc_train,0.0
nT4Ring,0,desc_train,0.0
nT5Ring,0,desc_train,0.0
nT6Ring,0,desc_train,0.0
nT7Ring,0,desc_train,0.0
nT8Ring,0,desc_train,0.0
nT9Ring,0,desc_train,0.0
nT10Ring,0,desc_train,0.0
nT11Ring,0,desc_train,0.0
nT12Ring,0,desc_train,0.0
nTG12Ring,0,desc_train,0.0
nRotB,0,desc_train,0.0
LipinskiFailures,0,desc_train,0.0
TopoPSA,0,desc_train,0.0
VABC,0,desc_train,0.0
VAdjMat,0,desc_train,0.0
MW,0,desc_train,0.0
WTPT-1,0,desc_train,0.0
WTPT-2,0,desc_train,0.0
WTPT-3,0,desc_train,0.0
WTPT-4,0,desc_train,0.0
WTPT-5,0,desc_train,0.0
WPATH,0,desc_train,0.0
WPOL,0,desc_train,0.0
XLogP,0,desc_train,0.0
Zagreb,0,desc_train,0.0
SMILES,0,activity_train,0.0
IC50_nM,0,activity_train,0.0
pIC50,0,activity_train,0.0
SMILES,0,admet_train,0.0
Caco-2,0,admet_train,0.0
CYP3A4,0,admet_train,0.0
hERG,0,admet_train,0.0
HOB,0,admet_train,0.0
MN,0,admet_train,0.0
