descriptor,block_label,PC1_loading,PC2_loading,PC3_loading,PC4_loading,PC5_loading,PC6_loading,PC7_loading,PC8_loading,PC9_loading,PC10_loading,PC11_loading,PC12_loading,PC13_loading,PC14_loading,PC15_loading,PC16_loading,PC17_loading,PC18_loading,PC19_loading,PC20_loading,PC21_loading,PC22_loading,PC23_loading,PC24_loading,PC25_loading,PC26_loading,PC27_loading,PC28_loading,PC29_loading,PC30_loading,PC31_loading,PC32_loading,PC33_loading,PC34_loading,PC35_loading,PC36_loading,PC37_loading,PC38_loading,PC39_loading,PC40_loading,PC41_loading,PC42_loading,PC43_loading,PC44_loading,PC45_loading,PC46_loading,PC47_loading,PC48_loading,PC49_loading,PC50_loading
minsSH,block_X_local_electronic_atom_environment,-0.0018011058145516552,0.004559739735381954,8.136265133684706e-05,0.00723922222648192,-0.013631919511292057,0.050630985667166915,-0.048003681537158976,0.04684369754672252,0.07619114607532268,0.312440714742255,0.002318341682961466,0.02136068621619198,0.014618205101382328,0.03186663776689605,-0.041802329450525505,-0.014127059853727753,0.01581961874138607,-0.01565229528238722,0.004729517550639387,0.02219953162577075,-0.0016792726475744406,-0.034983037382615545,0.015452360686822575,0.0485930523138534,-0.05527622666229029,0.031484103420811496,0.024573419143330597,-0.0036546089063812792,0.004845505723947239,-0.0049083974821363015,-0.008955842675395266,0.0019163932910979762,0.0019464008480508718,0.0051283865546516635,-0.009584889785614607,-0.002738746712763137,-0.012160811204172513,0.001101866127891091,0.0023358702022529903,0.0005796631981922131,0.002542187983410711,-0.000941735424095981,-0.005455834889406194,0.0035222990813391433,0.0015341577169176966,0.0006083938708856228,-0.0013316678111515833,0.0011862423954012088,0.0047088912948742845,0.006803816927097292
mindssS,block_X_local_electronic_atom_environment,-0.0031901470148485433,0.002271799624743221,-0.0035634946782234778,0.015174917053532314,0.01385279448740176,0.01641746415683243,-0.013743048760153309,0.011101069148393483,-0.011351619428484158,-0.008200415282722237,0.0017996057427790606,-0.03999306060119355,0.03337671472556355,0.015587322025822983,-0.04221205624643681,-0.021647635944908886,0.01119342973944068,0.04166177326334575,0.009829507461648915,0.015793656615541177,-0.04261963053435957,0.007601077488481323,0.08210148518334283,-0.06872504368957552,0.01911096680704183,0.1020623145306152,-0.04620450872440795,0.05855018542704182,-0.40244503138861454,-0.25704522901685567,0.010289200017952943,0.025313276548632278,-0.13584929121254927,-0.0033945209017409855,-0.1518977658024747,0.008730956659157012,-0.05980113865428607,0.05150282123640114,0.04715700260732382,-0.06304602601450718,0.010953138741144619,0.022764479769635686,0.025610925049232108,-0.04081302056888685,0.023553946098187423,-0.010711293319933314,-0.035533582670709,0.02337773997852389,-0.003857708627429575,0.024560161839095908
maxHsSH,block_X_local_electronic_atom_environment,-0.0018011058145516628,0.004559739735381958,8.136265133701359e-05,0.00723922222648192,-0.013631919511292001,0.05063098566716684,-0.04800368153715878,0.046843697546722546,0.07619114607532272,0.3124407147422549,0.002318341682961515,0.02136068621619186,0.014618205101382342,0.03186663776689597,-0.04180232945052556,-0.014127059853727508,0.015819618741386092,-0.015652295282387298,0.004729517550639346,0.022199531625770666,-0.001679272647574585,-0.034983037382615934,0.015452360686822833,0.04859305231385322,-0.05527622666229015,0.031484103420811545,0.024573419143330513,-0.003654608906381338,0.004845505723946993,-0.004908397482136666,-0.008955842675395356,0.001916393291098016,0.0019464008480507694,0.005128386554651615,-0.009584889785614281,-0.00273874671276321,-0.012160811204172284,0.0011018661278909894,0.0023358702022529404,0.0005796631981922554,0.0025421879834106598,-0.0009417354240959068,-0.005455834889406458,0.0035222990813395527,0.001534157716918158,0.0006083938708856228,-0.0013316678111518383,0.0011862423954013233,0.004708891294874382,0.0068038169270972886
maxssssNp,block_X_local_electronic_atom_environment,-0.0001904976660152534,-0.0021408664171545626,-0.0036169153036272666,0.0012627509290813474,0.007002343520886382,0.004596128660268969,0.0018081731672524581,-0.007763775981589088,0.0016210139691367198,0.004192145358639538,0.0018721604421656282,0.022162798296177788,-0.02301619303297281,-0.018648704752483314,-0.0028327504408230952,0.008850688747835594,-0.07123434017298896,0.11837043497083213,0.03554512515824061,0.13318859580313788,0.017099189983302024,0.361930972756096,0.08918250057226237,0.2538300617548969,0.023796503394703156,-0.018610000339980476,0.007181282922541193,0.03490652317358241,-0.01195947897060718,-0.01069293290955494,0.01767008742177891,0.0266398057087282,0.04187818470660477,0.009940842178636784,0.008376635619155116,0.0158401923538914,-0.016453847805166982,-0.005450224410348276,0.0004744490718417427,-0.0015751152663576636,0.0032321362040159257,0.005413249872333312,-0.004326049682771033,-0.0011712841686314784,0.009580253900417321,0.0005395681759608577,0.0016000887267032596,0.001277683593533547,-0.004447510678876415,0.00019152726460269776
maxsSH,block_X_local_electronic_atom_environment,-0.0018011058145516552,0.004559739735381955,8.136265133698844e-05,0.007239222226481912,-0.013631919511292053,0.0506309856671669,-0.04800368153715889,0.04684369754672252,0.07619114607532301,0.31244071474225504,0.002318341682961366,0.02136068621619186,0.014618205101382398,0.03186663776689613,-0.04180232945052584,-0.014127059853727607,0.015819618741386224,-0.01565229528238732,0.004729517550639336,0.022199531625770583,-0.0016792726475746578,-0.034983037382616045,0.015452360686822576,0.04859305231385297,-0.055276226662290144,0.03148410342081161,0.024573419143330638,-0.0036546089063814145,0.004845505723947423,-0.004908397482136818,-0.008955842675395426,0.0019163932910979536,0.0019464008480508319,0.00512838655465149,-0.009584889785614531,-0.002738746712763307,-0.012160811204172409,0.00110186612789097,0.0023358702022528224,0.0005796631981921617,0.0025421879834104585,-0.0009417354240958686,-0.00545583488940618,0.0035222990813395805,0.0015341577169181372,0.0006083938708856228,-0.0013316678111518002,0.0011862423954013476,0.00470889129487434,0.006803816927097361
ndsssP,block_X_local_electronic_atom_environment,0.004450000802838225,0.0018214511004298797,0.0014376186274612632,-0.002551813271235185,-0.0263108925570562,-0.006332551592952342,-0.0025847315301232854,0.013759995338471998,-0.018423132330776235,-0.0047071154146214045,-0.019191169067825503,0.04986598274218415,0.00011581257100004572,0.018684043252836013,-0.03720585920637548,0.002506416541837586,-0.03416592086798029,-0.033907462753559714,-0.012900299458687037,0.03784029581502528,-0.04826585830350694,0.03541608177413052,0.06536304069511908,-0.09925862343194268,0.0870198600755189,0.22551144230484815,0.11855469286565165,0.11342100403315931,-0.045320559723026246,0.3234370739584777,0.10184531674129357,0.21412845185789975,-0.13189117886554377,0.05471285365313061,-0.020705239959386418,0.04134159365024993,-0.03297899583863573,-0.01927103302321733,0.01909570612967977,0.09755751551616347,0.0018670641810658584,0.05241508809225116,-0.039962500964927004,-0.05896447925476474,-0.008856468081693143,0.06460448316743257,0.020687368452892083,0.016132626969178922,0.010296014427660996,0.011512641819526687
SdsssP,block_X_local_electronic_atom_environment,-0.004450016733827571,-0.0018217368570431702,-0.0014375404877165036,0.002551301012271351,0.02631106912691004,0.006332408134437626,0.0025851903041943236,-0.01376016929470425,0.018422331390725466,0.004707436799460014,0.01919084818880552,-0.04986477267893852,-0.00011745738213383983,-0.018683037438435496,0.03720262879299846,-0.002503926471115678,0.0341694668648634,0.033907054469962054,0.012897217180863065,-0.0378371315174659,0.048264693143085874,-0.035414266934433974,-0.06535885074883649,0.09925317773640484,-0.08701374372064952,-0.225500049271587,-0.11853862839032053,-0.11341475117830713,0.045322865907306144,-0.32343341858810953,-0.10182790532971706,-0.21413993539635992,0.13188520807360588,-0.05472145987345105,0.0207247741347902,-0.04134066596138362,0.03296736070264106,0.019281490372131498,-0.01911675058371351,-0.09759803897895761,-0.0018347323301189655,-0.05242291561861387,0.04002751522828976,0.059021917173207344,0.008901410260239124,-0.06466902223098593,-0.02070973276090987,-0.016177051318982904,-0.010293774158147966,-0.011536025019893224
mindsssP,block_X_local_electronic_atom_environment,-0.004450016733827571,-0.00182173685704317,-0.0014375404877165039,0.002551301012271351,0.02631106912691004,0.006332408134437623,0.002585190304194268,-0.013760169294704472,0.018422331390725577,0.00470743679945998,0.019190848188805502,-0.049864772678938823,-0.00011745738213395085,-0.018683037438435274,0.03720262879299852,-0.002503926471115525,0.03416946686486355,0.0339070544699622,0.012897217180862786,-0.03783713151746587,0.04826469314308605,-0.03541426693443393,-0.06535885074883649,0.09925317773640466,-0.0870137437206499,-0.22550004927158698,-0.11853862839032045,-0.11341475117830709,0.04532286590730607,-0.32343341858810926,-0.1018279053297168,-0.21413993539635995,0.1318852080736057,-0.05472145987345077,0.02072477413479043,-0.04134066596138363,0.032967360702641,0.019281490372131626,-0.019116750583713323,-0.09759803897895744,-0.001834732330118924,-0.05242291561861365,0.040027515228289706,0.05902191717320732,0.008901410260238843,-0.06466902223098606,-0.0207097327609099,-0.01617705131898292,-0.010293774158148021,-0.011536025019893217
nsI,block_X_local_electronic_atom_environment,-0.004986316816104129,-0.004258263863865334,0.014328305707193062,-0.0034212920954213378,0.0004894642126625278,-0.015818159324982276,-0.02619156475483707,-0.007497317795908412,0.0010512259978764371,-0.006487991638951696,-0.051104237114013615,0.056810379838892505,0.04259118066145587,0.043050374408294456,0.02499509694761226,-0.07631061617647364,0.16008585481497895,0.09190617425890195,0.09285759585411686,0.07339897150341443,0.15634119025286647,0.008695069644737097,-0.11430881940306215,-0.07313151876456825,0.09509816526927178,-0.0032327265743907208,0.2677509094355997,0.15633834554711512,0.046521048655297076,-0.12308714163466705,0.03070874776724976,-0.03677362439188824,0.06669432564503358,-0.07542477522407393,-0.02015749755384083,-6.482088813788978e-05,-0.013570296840903884,-0.03106852328441485,0.044057570638308466,0.029021650716456557,-0.05342038328163001,0.03133390359250202,-0.03901618029009185,8.014118117374847e-05,-0.058352950693787736,0.044291229121003556,0.0016912144331965723,0.02432526437141459,-0.011010414944490357,0.01976771823008376
SsI,block_X_local_electronic_atom_environment,0.005033057573431252,0.004124295975981318,-0.014357723683692303,0.0034217558817180027,-0.0005614854224658589,0.016114915767763145,0.02629855219695055,0.007313900907977823,-0.00120382974666855,0.006468929655865319,0.0508964958565067,-0.05655823771481805,-0.04184899158543273,-0.042294794129362295,-0.024280967759414546,0.07591914129703953,-0.15985898502986667,-0.09139469844647166,-0.09292645668804972,-0.07303980670716513,-0.15507050208360593,-0.008820187102697913,0.11388479708485426,0.0731892776124228,-0.09482250703772024,0.003623938018804118,-0.2677097319141744,-0.15646822758498558,-0.04607950379358941,0.12282570914074975,-0.02954360835188649,0.03717304322057209,-0.06755160506942275,0.07334578302799824,0.01986580280175447,-0.0004567637036672345,0.01205573173997948,0.030443963818841558,-0.04355034063674271,-0.029317673668982115,0.05175653774996895,-0.031304572230612566,0.038050104368606466,0.002350783449264447,0.05706674107468475,-0.044190296699771585,-0.0015505969106735865,-0.023011472468770645,0.009738196606854876,-0.018558503432477808
minsI,block_X_local_electronic_atom_environment,0.0051754099448599895,0.004098301153711247,-0.014582105988168791,0.0035960968427263492,-0.00046291511249339616,0.0158041403911884,0.025340971207116994,0.007624842719067999,-0.0010143349670391488,0.00595644335458214,0.04869275706553359,-0.05255744082986252,-0.03913125539279298,-0.04003045810511657,-0.021198078916781993,0.06975419311418207,-0.14876880232203427,-0.08529716821356872,-0.0860315756382934,-0.06556884597692961,-0.1446239640565629,-0.007899104592609396,0.10426155700393017,0.06649162492105237,-0.08944169400141884,0.003529491098824028,-0.24958880420560883,-0.14395384278801543,-0.04283209906920217,0.11484337808748865,-0.028174197557228553,0.03496802323927685,-0.058435859528506225,0.06614819815026016,0.01461346754511153,-0.004168521285959502,0.010339006796693848,0.028834674238031092,-0.037444017186878426,-0.022622876337993283,0.047428674361354145,-0.02513226111482149,0.032937778836281906,-0.0014302014546312275,0.054671345548219494,-0.03892036388043052,-0.0035902101645341232,-0.013612014236819021,0.003936507933713432,-0.01815235067577678
ETA_dPsi_B,block_X_local_electronic_atom_environment,-0.004282504539429886,-0.003902660339824007,0.012394324211857235,-0.0016458187972109432,0.0005101245683021949,-0.012591673084890728,-0.023069915218037567,-0.003920535751168899,0.0022120098886572043,-0.007620797099490274,-0.0487255763192504,0.054265776443334024,0.04169657386114273,0.04572614050260421,0.03037762250309034,-0.07694116048358503,0.1466291607355004,0.08130051872459251,0.08421801410095174,0.06984782522883226,0.14454402830907298,0.01017881569133268,-0.10685933120653086,-0.06314783107353278,0.07602761025710694,-0.00681039274098412,0.21831028618418286,0.12934256858442092,0.034471761020543154,-0.0962111208495096,0.013998759628623791,-0.025059443612396783,0.05255955046766898,-0.06509940146002362,-0.030902956867329287,-0.009380437401450031,-0.013442393152531235,-0.027538540603835496,0.03953173975677886,0.046786042852675354,-0.04603020420673545,0.02767566505471989,-0.04485283676185542,0.0004824733904482681,-0.033371388289725315,0.03287228735512525,0.0030216723290710616,0.024719868756413875,-0.018290977917828084,0.010540994525802632
nHdNH,block_X_local_electronic_atom_environment,0.11566229612492508,0.005920437864619596,0.06488177575012612,0.03665850099335626,0.06343181958506049,0.03725606581766028,-0.014115948201918247,-0.02074337931208244,0.0305740889430806,-0.009749222593322197,-0.010966384435228849,0.010555665546479812,-0.015426445200832084,0.027505121550634976,0.0019365826184531976,-0.00988689026850334,-0.0192795125982598,-0.04207570534273261,0.057026680370911534,-0.030246902324741004,0.018421108601935215,-0.005116580252390007,0.05066804854532584,-0.001653384674833093,0.015750636807539103,-0.054423787578313954,0.0336398402222388,-0.006737613587550397,-0.024168027809506082,-0.003982771798517665,0.027471623568850023,0.014566678746140982,0.0010459228786053737,0.0611041740539562,0.04740417375673675,-0.025708838023845843,-0.0054577790935029236,0.012994048620957682,0.000617351026889687,-0.033181499464855144,0.03259776298133509,-0.011022403459044422,0.03462601289275338,-0.009228735599640395,-0.06424104478239524,0.06845868081514436,0.04808275136628412,-0.042845522610862906,-0.037033072784663223,-0.04226369450211215
ndNH,block_X_local_electronic_atom_environment,0.1156622961249246,0.005920437864619545,0.06488177575012583,0.036658500993356116,0.06343181958506025,0.0372560658176601,-0.014115948201918183,-0.020743379312082345,0.030574088943080474,-0.009749222593322154,-0.010966384435228571,0.010555665546479718,-0.015426445200832112,0.02750512155063496,0.001936582618453253,-0.009886890268503201,-0.019279512598259753,-0.042075705342732604,0.057026680370911506,-0.03024690232474081,0.01842110860193518,-0.005116580252389969,0.05066804854532572,-0.001653384674833308,0.01575063680753895,-0.05442378757831355,0.03363984022223861,-0.006737613587550331,-0.024168027809506124,-0.0039827717985175815,0.02747162356884998,0.014566678746140815,0.001045922878605214,0.06110417405395592,0.047404173756736556,-0.025708838023845756,-0.0054577790935028785,0.01299404862095753,0.0006173510268896593,-0.03318149946485495,0.03259776298133492,-0.011022403459044323,0.03462601289275338,-0.00922873559964054,-0.06424104478239478,0.06845868081514393,0.048082751366284,-0.04284552261086277,-0.03703307278466311,-0.042263694502111954
SHdNH,block_X_local_electronic_atom_environment,0.11500501973288903,0.0059696637129939955,0.06604308509490003,0.03708213500760067,0.06324027324520728,0.037423362586899656,-0.015354006499384091,-0.01964115005092208,0.03276524321444753,-0.01086798253471938,-0.012210951685940441,0.009443889840129449,-0.01646178481267907,0.02875963131267867,0.002328291099514601,-0.009734272201040603,-0.020906763326792643,-0.04282099533717085,0.059735985981918115,-0.03246532040334536,0.011983713716341226,-0.0034750504773042312,0.04460060679865702,0.0005967979767837056,0.016819646376419,-0.051148598727850866,0.03498540890906549,-0.006795011292938417,-0.021665817010916896,-0.006668190571771246,0.03002546823932878,0.011039240177949772,-0.004106185498967865,0.0696223946391799,0.046864934825701705,-0.04024814421835293,-0.007178074224175712,0.0010921083330574398,0.0043487698140946,-0.03411906675929049,0.031878903900028385,-0.009538183336223312,0.03450122609347864,-0.009674463380007853,-0.06516457462126969,0.06322450292526094,0.04554487427182105,-0.039118535824500464,-0.035005957173344024,-0.03827198529566453
SdNH,block_X_local_electronic_atom_environment,0.11545824463031558,0.005964372460143648,0.06429874193205955,0.036510529765230476,0.06322415331893115,0.03729096153479712,-0.013889226928414596,-0.020730916456091302,0.029983521241480734,-0.009508536915091771,-0.0104714274627421,0.010531444588733077,-0.01495351573258566,0.027155763005632348,0.0022477956796479875,-0.010159847034952985,-0.019119083425522,-0.042352571202933315,0.056345822103184375,-0.0297094440159949,0.02039770607430136,-0.0052551825596938995,0.052528339239488714,-0.002538190326617451,0.015594308178482577,-0.055513821597291665,0.0338661898893165,-0.0071888010311012,-0.024723622821073175,-0.0038108140898453543,0.02723186195315755,0.016130621959481957,0.0023369738362696013,0.06004969610758204,0.04842404858694088,-0.02346619210907179,-0.0053665563949226724,0.01634938735241647,-0.00034443152678156896,-0.03352512125971013,0.03241387531174468,-0.01049591859187039,0.03548254810620047,-0.009358112227855486,-0.06509911328623633,0.07038763112696217,0.05002822937703297,-0.045281692594071374,-0.03813850314561335,-0.04407329937292313
