SMILES,dataset_name,n_components,y_true,y_pred_cv,residual_cv,pIC50,observed_pIC50,predicted_pIC50_cv,abs_residual_cv,standardised_residual_cv,robust_z_residual_cv,flag_large_cv_residual_top5pct,flag_large_cv_residual_z25,flag_large_cv_residual,prediction_direction
CC(C)c1ccc(cc1)N2CCc3cc(O)ccc3[C@]2(C(F)F)c4ccc(\C=C\C(=O)O)cc4,primary_remove_constant_only,20,4.42596873227228,7.205211529448111,-2.7792427971758302,4.42596873227228,4.42596873227228,7.205211529448111,2.7792427971758302,-3.2477069499495808,-3.873982489425554,True,True,True,over_predicted
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,primary_remove_constant_only,20,9.39794000867204,6.669691968924624,2.728248039747415,9.39794000867204,9.39794000867204,6.669691968924624,2.728248039747415,3.1881166081919083,3.7423821330736997,True,True,True,under_predicted
CC\C(=C(/c1ccc(O)cc1)\c2ccc(\C=C\C(=O)O)cc2)\c3ccccc3,primary_remove_constant_only,20,9.82390874094432,7.121233223292704,2.702675517651617,9.82390874094432,9.82390874094432,7.121233223292704,2.702675517651617,3.158233627898622,3.7070176343635532,True,True,True,under_predicted
Oc1ccc2c(C(=O)c3ccc(OCCN4CCCCC4)cc3)c(sc2c1)c5ccc(Cl)cc5,primary_remove_constant_only,20,10.3372421683184,7.649255809571024,2.687986358747377,10.3372421683184,10.3372421683184,7.649255809571024,2.687986358747377,3.1410684908653663,3.68670384837185,True,True,True,under_predicted
Oc1ccc2c(OC(=O)c3c2oc4cc(O)ccc34)c1,primary_remove_constant_only,20,7.95860731484177,5.276392022997647,2.6822152918441238,7.95860731484177,7.95860731484177,5.276392022997647,2.6822152918441238,3.134324663334585,3.6787229817490075,True,True,True,under_predicted
C[C@]12Cc3cnoc3C=C1CC[C@@H]4[C@@H]2CC[C@@]5(C)[C@H]4CC[C@@]5(O)C#C,primary_remove_constant_only,20,4.74982405191608,7.4177896634175555,-2.667965611501476,4.74982405191608,4.74982405191608,7.4177896634175555,2.667965611501476,-3.1176730825765437,-3.720096147104392,True,True,True,over_predicted
COc1ccc(OS(=O)(=O)C2CC3OC2C(=C3c4ccc(O)cc4)c5ccc(NC(=O)CCCCCCC(=O)O)cc5)cc1,primary_remove_constant_only,20,3.93704216591549,6.592647066276793,-2.655604900361303,3.93704216591549,3.93704216591549,6.592647066276793,2.655604900361303,-3.103228872262479,-3.703002395008467,True,True,True,over_predicted
CCCCCCCCOC(=O)c1cc(I)c(O)c(I)c1,primary_remove_constant_only,20,4.87942606879415,2.352077760440542,2.5273483083536084,4.87942606879415,4.87942606879415,2.352077760440542,2.5273483083536084,2.953353580451518,3.4645558684162725,True,True,True,under_predicted
Cn1nnnc1\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2,primary_remove_constant_only,20,9.0,6.474331521207671,2.525668478792329,9.0,9.0,6.474331521207671,2.525668478792329,2.9513906018494174,3.462232815174571,True,True,True,under_predicted
FC(F)(F)c1cc(nc2c(cnn12)C(=O)Nc3cnn(c3)C45CC6CC(CC(C6)C4)C5)c7occc7,primary_remove_constant_only,20,5.4389236725246,2.913872726625645,2.525050945898956,5.4389236725246,5.4389236725246,2.913872726625645,2.525050945898956,2.9506689787254254,3.461378822708386,True,True,True,under_predicted
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1C[C@@H](O)[C@@H]2O,primary_remove_constant_only,20,8.77185639240226,6.270365201950656,2.5014911904516035,8.77185639240226,8.77185639240226,6.270365201950656,2.5014911904516035,2.9231380333962766,3.4287977992955185,True,True,True,under_predicted
C[C@]12CC[C@H]3[C@@H]([C@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)Cc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,primary_remove_constant_only,20,8.22184874961636,5.728957515363868,2.492891234252492,8.22184874961636,8.22184874961636,5.728957515363868,2.492891234252492,2.9130884840925964,3.416904833135533,True,True,True,under_predicted
COc1cc(ccc1O)C(=O)CCc2cc3[C@H]4CC[C@]5(C)[C@@H](O)CC[C@H]5[C@@H]4CCc3cc2OC,primary_remove_constant_only,20,4.18770003287361,6.650702694810509,-2.4630026619368985,4.18770003287361,4.18770003287361,6.650702694810509,2.4630026619368985,-2.8781619479396334,-3.4366508170602597,True,True,True,over_predicted
CC(C)c1ccccc1N2CCc3cc(O)ccc3C2(C)c4ccc(\C=C\C(=O)O)cc4,primary_remove_constant_only,20,5.0,7.416749755562895,-2.416749755562895,5.0,5.0,7.416749755562895,2.416749755562895,-2.82411273509689,-3.3726872063660784,True,True,True,over_predicted
C[C@]12CCC3C(CC=C4C[C@@H](O)CC[C@]34CC#C)C1CC[C@@H]2O,primary_remove_constant_only,20,5.33320131633383,7.740087712268162,-2.406886395934332,5.33320131633383,5.33320131633383,7.740087712268162,2.406886395934332,-2.812586825360581,-3.359047066861835,True,True,True,over_predicted
COc1cc(O)c(\C=C/C(C)(C)O)c2OC(CC(=O)c12)c3ccc(O)cc3,primary_remove_constant_only,20,3.0,5.379300076245259,-2.3793000762452587,3.0,3.0,5.379300076245259,2.3793000762452587,-2.780350605384127,-3.320897667150407,True,True,True,over_predicted
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@H]2O,primary_remove_constant_only,20,8.88605664769316,6.5136790030682254,2.372377644624934,8.88605664769316,8.88605664769316,6.5136790030682254,2.372377644624934,2.7722613411763635,3.250245374636553,True,True,True,under_predicted
Cc1cc(OC(F)(F)F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,primary_remove_constant_only,20,9.30102999566398,6.935695061138602,2.365334934525378,9.30102999566398,9.30102999566398,6.935695061138602,2.365334934525378,2.7640315245658638,3.240505939812773,True,True,True,under_predicted
CC(C)c1c(O)c(O)c(C=O)c2c(O)c(c(C)cc12)c3c(C)cc4c(C(C)C)c(O)c(O)c(C=O)c4c3O,primary_remove_constant_only,20,5.59323166201562,7.931495306527713,-2.338263644512093,5.59323166201562,5.59323166201562,7.931495306527713,2.338263644512093,-2.732397146738354,-3.2641479718462025,True,True,True,over_predicted
CC(C)(C)OC(=O)[C@@H](CCC(=O)N1CCN(CC1)c2ccc(cc2)C#N)N3C(=S)Nc4ccccc4C3=O,primary_remove_constant_only,20,7.09691001300806,4.768158115235743,2.3287518977723165,7.09691001300806,7.09691001300806,4.768158115235743,2.3287518977723165,2.721282117125136,3.189914889339912,True,True,True,under_predicted
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCOCC5)cc4)c6ccc(O)cc6C3=O,primary_remove_constant_only,20,4.70333480973847,7.020503630588128,-2.317168820849658,4.70333480973847,4.70333480973847,7.020503630588128,2.317168820849658,-2.707746617649615,-3.234975727458015,True,True,True,over_predicted
Oc1ccc2C3=C(COc2c1)c4ccc(O)cc4O[C@H]3c5ccc(OCCN6CCCCC6)cc5,primary_remove_constant_only,20,9.21467016498923,6.91794472924661,2.2967254357426192,9.21467016498923,9.21467016498923,6.91794472924661,2.2967254357426192,2.683857332424124,3.1456251720059343,True,True,True,under_predicted
Oc1ccc(cc1)C2=COc3cc(O)cc(O)c3C2=S,primary_remove_constant_only,20,4.25272028744559,6.545453223522359,-2.292732936076769,4.25272028744559,4.25272028744559,6.545453223522359,2.292732936076769,-2.679191864216154,-3.201183095964928,True,True,True,over_predicted
CCOC(=O)C1(Cc2ccc(cc2C1)[C@]3(O)CC[C@H]4[C@@H]5CCc6cc(O)ccc6[C@H]5CC[C@]34C)C#N,primary_remove_constant_only,20,7.32303218570524,5.070680766370528,2.252351419334712,7.32303218570524,7.32303218570524,5.070680766370528,2.252351419334712,2.6320037118510737,3.0842598971948383,True,True,True,under_predicted
O=C1NC(=O)C2=C(N1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)NC(=O)N3,primary_remove_constant_only,20,4.21410097161562,6.462647803291704,-2.248546831676084,4.21410097161562,4.21410097161562,6.462647803291704,2.248546831676084,-2.6275578297593136,-3.140077686563749,True,True,True,over_predicted
OC(=O)\C=C\c1ccc(Oc2c(sc3cc(O)ccc23)c4ccc(F)cc4)cc1,primary_remove_constant_only,20,5.73921333134502,7.970527642202648,-2.231314310857628,5.73921333134502,5.73921333134502,7.970527642202648,2.231314310857628,-2.6074206263152235,-3.1162466597305762,True,True,True,over_predicted
CC1(N(CCc2cc(O)ccc12)c3ccc(F)cc3)c4ccc(\C=C\c5nn[nH]n5)cc4,primary_remove_constant_only,20,5.98716277529483,8.217037430422925,-2.2298746551280955,5.98716277529483,5.98716277529483,8.217037430422925,2.2298746551280955,-2.6057383048127307,-3.1142557453029975,True,True,True,over_predicted
CC(Cc1ccc(O)c(O)c1)C(C)Cc2ccc(O)c(O)c2,primary_remove_constant_only,20,4.65377087582302,6.880144477142999,-2.2263736013199797,4.65377087582302,4.65377087582302,6.880144477142999,2.2263736013199797,-2.601647119689819,-3.1094141026829445,True,True,True,over_predicted
CC\C(=C(\CC)/c1ccc(O)cc1)\c2ccc(O)cc2,primary_remove_constant_only,20,9.48148606012211,7.255918360778098,2.225567699344012,9.48148606012211,9.48148606012211,7.255918360778098,2.225567699344012,2.600705376330445,3.047220420700665,True,True,True,under_predicted
Cc1ccc2c(C(Nc3ccc(Cl)cc3)c4ccccc4Cl)c(C)[nH]c2c1,primary_remove_constant_only,20,4.58169870868025,6.7829134395682456,-2.201214730887996,4.58169870868025,4.58169870868025,6.7829134395682456,2.201214730887996,-2.5722475154386673,-3.0746216470304444,True,True,True,over_predicted
CCCCC(CCCC)(c1ccc(O)c(CC)c1)c2ccc(O)c(CC)c2,primary_remove_constant_only,20,5.53760200210104,7.706557563970456,-2.1689555618694163,5.53760200210104,5.53760200210104,7.706557563970456,2.1689555618694163,-2.5345507990784766,-3.0300101168546463,True,True,True,over_predicted
OC(=O)\C=C\c1ccc(cc1)C(=C2C3CC4CC(CC2C4)C3)c5ccc(O)cc5,primary_remove_constant_only,20,6.30102999566398,8.456645585333915,-2.1556155896699343,6.30102999566398,6.30102999566398,8.456645585333915,2.1556155896699343,-2.5189622652273083,-3.0115621347637638,True,True,True,over_predicted
CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@@H]1Cc2cc(O)ccc2[C@H]3CC[C@]4(C)[C@@H](O)CC[C@H]4[C@H]13,primary_remove_constant_only,20,6.71444269099223,8.856061662107816,-2.1416189711155864,6.71444269099223,6.71444269099223,8.856061662107816,2.1416189711155864,-2.5026064018961374,-2.992206069806331,True,True,True,over_predicted
CCN(CC)CCOc1ccc(cc1)\C(=C(\CCCO)/c2ccccc2)\c3ccc(O)cc3,primary_remove_constant_only,20,6.05799194697769,8.182019405671607,-2.1240274586939165,6.05799194697769,6.05799194697769,8.182019405671607,2.1240274586939165,-2.482049695871735,-2.967878589864574,True,False,True,over_predicted
CC[C@@](C)([C@@H](c1ccc(O)cc1)c2ccc(OCCCC(=O)O)cc2)c3ccccc3,primary_remove_constant_only,20,5.22184874961636,7.339635106277352,-2.117786356660992,5.22184874961636,5.22184874961636,7.339635106277352,2.117786356660992,-2.474756604937661,-2.9592477069205123,True,False,True,over_predicted
CS(=O)(=O)N1CC(Cc2ccc(O)cc12)c3ccc(O)cc3,primary_remove_constant_only,20,4.49349496759513,6.596316881256223,-2.102821913661092,4.49349496759513,4.49349496759513,6.596316881256223,2.102821913661092,-2.4572697824181295,-2.9385532277766275,True,False,True,over_predicted
OCc1cc(O)cc2N=CN(C(=O)c12)c3ccc(O)cc3,primary_remove_constant_only,20,6.91721462968355,4.821901562500418,2.095313067183132,6.91721462968355,6.91721462968355,4.821901562500418,2.095313067183132,2.448495258322086,2.8670899762420414,True,False,True,under_predicted
O=C(CCCCCN1C(=S)Nc2ccccc2C1=O)N3CCN(CC3)c4ccncc4,primary_remove_constant_only,20,7.52287874528034,5.442776583934191,2.080102161346149,7.52287874528034,7.52287874528034,5.442776583934191,2.080102161346149,2.4307204296342153,2.846054661155129,True,False,True,under_predicted
OCCN1CCc2c([nH]c3ccccc23)C1c4ccc(Cl)cc4,primary_remove_constant_only,20,5.92999909619765,7.991366602560786,-2.061367506363136,5.92999909619765,5.92999909619765,7.991366602560786,2.061367506363136,-2.4088278950002975,-2.88122550984851,True,False,True,over_predicted
Cc1c(c2ccc(O)cc2)n(CCCCn3c(c(C)c4cc(O)ccc34)c5ccc(O)cc5)c6ccc(O)cc16,primary_remove_constant_only,20,6.36051351073141,8.396035826293195,-2.035522315561785,6.36051351073141,6.36051351073141,8.396035826293195,2.035522315561785,-2.3786262854562823,-2.845483934835537,True,False,True,over_predicted
Cc1ccc(NC(=O)CN2C(=O)S\C(=C\c3oc(cc3)c4cc(ccc4C)C(=O)O)\C2=O)cc1C,primary_remove_constant_only,20,4.74032299679253,6.77290510666776,-2.032582109875229,4.74032299679253,4.74032299679253,6.77290510666776,2.032582109875229,-2.3751904840026588,-2.8414178947390516,True,False,True,over_predicted
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4cccc(O)c4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,primary_remove_constant_only,20,5.22040350874218,7.251266384501773,-2.030862875759593,5.22040350874218,5.22040350874218,7.251266384501773,2.030862875759593,-2.373181458885596,-2.8390403485417273,True,False,True,over_predicted
COc1ccc2cc3c(N)nn(C(=O)Cc4ccc(Cl)cc4)c3nc2c1,primary_remove_constant_only,20,4.60584086598378,6.60193351986381,-1.9960926538800288,4.60584086598378,4.60584086598378,6.60193351986381,1.9960926538800288,-2.3325504311235385,-2.7909562580400165,True,False,True,over_predicted
Cc1cc(F)ccc1C2=C(Oc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)c(F)c4OC2=O,primary_remove_constant_only,20,8.49485002168009,6.521055931796103,1.9737940898839872,8.49485002168009,8.49485002168009,6.521055931796103,1.9737940898839872,2.3064932614018328,2.699040156992493,True,False,True,under_predicted
CC1CC(=O)C2=C(C1)OC3=C(C2c4cc5ccccc5n4Cc6ccccc6)C(=O)CC(C)C3,primary_remove_constant_only,20,3.31668273807812,5.2700600258496015,-1.9533772877714812,3.31668273807812,3.31668273807812,5.2700600258496015,1.9533772877714812,-2.282635039952483,-2.731884747455717,True,False,True,over_predicted
CC(=CCc1c(O)cc(O)c2C(=O)CC(Oc12)c3ccc(O)cc3)C,primary_remove_constant_only,20,7.24412514432751,5.314851407049081,1.9292737372784297,7.24412514432751,7.24412514432751,5.314851407049081,1.9292737372784297,2.254468638465614,2.6374725123778378,True,False,True,under_predicted
Oc1ccc(C(=O)Cc2oc3ccccc3c2)c(O)c1,primary_remove_constant_only,20,4.0670191780768,5.993376888946663,-1.926357710869864,4.0670191780768,4.0670191780768,5.993376888946663,1.926357710869864,-2.2510610919054646,-2.6945191020607733,True,False,True,over_predicted
Oc1ccc(cc1)C2=C(C3OC2CC3S(=O)(=O)Oc4cccc(Br)c4)c5ccc(\C=C\c6cc(O)cc(O)c6)cc5,primary_remove_constant_only,20,5.61618463401957,7.539675120674538,-1.923490486654968,5.61618463401957,5.61618463401957,7.539675120674538,1.923490486654968,-2.2477105735487224,-2.6905539887774785,True,False,True,over_predicted
Oc1ccc2C3=C(N(C(=O)c2c1)c4ccc(OCCN5CCCC5)cc4)c6ccc(O)cc6C3=O,primary_remove_constant_only,20,5.14266750356873,7.029445012639626,-1.886777509070896,5.14266750356873,5.14266750356873,7.029445012639626,1.886777509070896,-2.204809322684892,-2.6397832418189338,True,False,True,over_predicted
Oc1ccc(cc1)[C@H]2CCc3ccc(O)cc3O2,primary_remove_constant_only,20,4.58169870868025,6.455344366462071,-1.8736456577818208,4.58169870868025,4.58169870868025,6.455344366462071,1.8736456577818208,-2.189463990229386,-2.621623072233993,True,False,True,over_predicted
Cn1nnc(\C=C\c2ccc(Oc3c(sc4cc(O)ccc34)c5ccc(O)cc5)cc2)n1,primary_remove_constant_only,20,8.52287874528034,6.649326268556703,1.873552476723637,8.52287874528034,8.52287874528034,6.649326268556703,1.873552476723637,2.189355102740112,2.560415019196846,True,False,True,under_predicted
Oc1ccc(cc1)C2=C(Br)c3c(O)cc(O)cc3C2=O,primary_remove_constant_only,20,6.14874165128092,8.015704585424501,-1.8669629341435807,6.14874165128092,6.14874165128092,8.015704585424501,1.8669629341435807,-2.1816548387487886,-2.612381466318101,True,False,True,over_predicted
Oc1ccc(cc1)C2CN(CC3CC3)c4cc(O)ccc4C2,primary_remove_constant_only,20,5.78781239559604,7.645065161153855,-1.8572527655578157,5.78781239559604,5.78781239559604,7.645065161153855,1.8572527655578157,-2.17030794166113,-2.5989531762519045,True,False,True,over_predicted
FC(F)(F)c1ccc(cc1)N2CCN(CC2)C(=O)CCCCCN3C(=S)Nc4ccccc4C3=O,primary_remove_constant_only,20,4.36825192560343,6.218507369599719,-1.8502554439962884,4.36825192560343,4.36825192560343,6.218507369599719,1.8502554439962884,-2.162131164198759,-2.589276509695117,True,False,True,over_predicted
C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CC[C@@]2(O)C#C,primary_remove_constant_only,20,8.69897000433602,6.860245132529277,1.8387248718067437,8.69897000433602,8.69897000433602,6.860245132529277,1.8387248718067437,2.148657019559459,2.5122515731140935,True,False,True,under_predicted
Brc1ccc(cc1)C2NC(=O)c3c4CCCc4sc3N2,primary_remove_constant_only,20,4.71199616869067,6.547703387164019,-1.835707218473349,4.71199616869067,4.71199616869067,6.547703387164019,1.835707218473349,-2.1451307160233437,-2.569157621897755,True,False,True,over_predicted
Oc1ccc(cc1)N2C(=O)c3ccc(O)cc3N=C2c4ccc(O)cc4,primary_remove_constant_only,20,4.31450010090594,6.144274923477435,-1.829774822571495,4.31450010090594,4.31450010090594,6.144274923477435,1.829774822571495,-2.1381983661689583,-2.560953651775713,True,False,True,over_predicted
CN(C)CCOc1ccc(cc1)\C(=C(\C)/c2ccccc2)\c3ccc(OC(=O)C)cc3,primary_remove_constant_only,20,7.65757731917779,5.830242814060236,1.8273345051175536,7.65757731917779,7.65757731917779,5.830242814060236,1.8273345051175536,2.1353467132067547,2.4964997201455454,True,False,True,under_predicted
N1C(=Nc2cccc3cccc1c23)c4cc5ccccc5[nH]4,primary_remove_constant_only,20,6.69505731759754,4.873295274746249,1.821762042851291,6.69505731759754,6.69505731759754,4.873295274746249,1.821762042851291,2.128834966752338,2.4887935058781636,True,False,True,under_predicted
C[C@@H]1Cc2c([nH]c3ccccc23)[C@H](N1CCO)c4ccc(\C=C\C(=O)O)cc4,primary_remove_constant_only,20,5.8799989255316,7.692705873435249,-1.8127069479036484,5.8799989255316,5.8799989255316,7.692705873435249,1.8127069479036484,-2.1182535613336406,-2.537350315764707,True,False,True,over_predicted
Oc1ccc(cc1)c2oc3c(Br)cc(O)cc3c2,primary_remove_constant_only,20,8.82390874094432,7.016552939870969,1.807355801073351,8.82390874094432,8.82390874094432,7.016552939870969,1.807355801073351,2.112000434845873,2.4688709688336954,True,False,True,under_predicted
CN(c1ccc(\C=C\C(=O)O)cc1)c2c(sc3cc(O)ccc23)c4ccc(O)cc4,primary_remove_constant_only,20,5.46852108295774,7.2638537976941295,-1.7953327147363891,5.46852108295774,5.46852108295774,7.2638537976941295,1.7953327147363891,-2.0979507587628503,-2.5133233134951776,True,False,True,over_predicted
CCN(Cc1ccc(cc1)C(=O)N2CCc3ccc(O)cc3C2)Cc4ccccn4,primary_remove_constant_only,20,4.60906489289662,6.398805533766799,-1.7897406408701793,4.60906489289662,4.60906489289662,6.398805533766799,1.7897406408701793,-2.091416095012574,-2.505589978148441,True,False,True,over_predicted
Cc1c(c2ccc(O)cc2)n(Cc3ccc(OCCN4CC5(C)CC4C(C)(C)C5)cc3)c6ccc(O)cc16,primary_remove_constant_only,20,6.82390874094432,8.612286612319746,-1.7883778713754257,6.82390874094432,6.82390874094432,8.612286612319746,1.7883778713754257,-2.089823619549909,-2.503705390470351,True,False,True,over_predicted
CCOC(=O)C1=C(O)\C(=C/c2oc(CNC(=O)C(=O)Nc3ccccc3)cc2)\N=C1C,primary_remove_constant_only,20,5.2419113230389,3.4613366824015968,1.7805746406373029,5.2419113230389,5.2419113230389,3.4613366824015968,1.7805746406373029,2.0807050903138116,2.4318350319734634,True,False,True,under_predicted
CN(C)C(=O)\C=C\c1ccc(cc1)N2CCc3cc(O)ccc3C2c4ccccc4,primary_remove_constant_only,20,8.09691001300806,6.316725461391703,1.7801845516163572,8.09691001300806,8.09691001300806,6.316725461391703,1.7801845516163572,2.0802492485911266,2.4312955739322737,True,False,True,under_predicted
Oc1ccc(cc1)[C@H]2CC(=O)N2c3ccc(O)cc3,primary_remove_constant_only,20,4.88605664769316,6.65737700398484,-1.771320356291679,4.88605664769316,4.88605664769316,6.65737700398484,1.771320356291679,-2.0698909204915013,-2.480116380832675,True,False,True,over_predicted
Oc1ccc2c3C(=O)c4c(O)cc(O)cc4Oc3oc2c1,primary_remove_constant_only,20,7.55284196865778,5.790572734543695,1.7622692341140844,7.55284196865778,7.55284196865778,5.790572734543695,1.7622692341140844,2.059314157485805,2.4065203006789138,True,False,True,under_predicted
C[C@H](CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3cccc(OCCN4CCCCC4)c23)c5ccccc5,primary_remove_constant_only,20,5.94538694544311,7.707519582096707,-1.7621326366535977,5.94538694544311,5.94538694544311,7.707519582096707,1.7621326366535977,-2.0591545354037692,-2.4674105906852297,True,False,True,over_predicted
Oc1ccc(cc1)[C@H]2Sc3cc(O)ccc3O[C@H]2c4ccc(cc4)C5=CCNCC5,primary_remove_constant_only,20,8.85387196432176,7.0938359683078325,1.7600359960139276,8.85387196432176,8.85387196432176,7.0938359683078325,1.7600359960139276,2.0567044887997366,2.4034319331875653,True,False,True,under_predicted
CC1=C2c3ccc(O)cc3CC2(Cc4ccc(Cl)cc4)CCC1=O,primary_remove_constant_only,20,5.16749108729376,6.926288504139718,-1.758797416845958,5.16749108729376,5.16749108729376,6.926288504139718,1.758797416845958,-2.0552571369613273,-2.462798281576903,True,False,True,over_predicted
CC(CCc1ccc(O)cc1)NC(=O)Cc2c([nH]c3ccccc23)c4ccccc4,primary_remove_constant_only,20,9.0,7.253664973750854,1.7463350262491462,9.0,9.0,7.253664973750854,1.7463350262491462,2.0406941082848187,2.3844847239229,True,False,True,under_predicted
CC(=N)\C(=C(\O)/CSc1oc(COc2ccccc2Cl)nn1)\C#N,primary_remove_constant_only,20,4.42923868358544,6.174926927187877,-1.7456882436024372,4.42923868358544,4.42923868358544,6.174926927187877,1.7456882436024372,-2.039938305121828,-2.444669473689872,True,False,True,over_predicted
Oc1ccc2C(=O)N(C(=O)c2c1)c3ccc(O)cc3[N+](=O)[O-],primary_remove_constant_only,20,7.67778070526608,5.937865709985468,1.7399149952806114,7.67778070526608,7.67778070526608,5.937865709985468,1.7399149952806114,2.0331919284764948,2.37560639834925,True,False,True,under_predicted
Cc1ccc(cc1)C(=O)C2=C(O)C(=O)N(C2c3ccc(Br)cc3)c4ccc(O)cc4,primary_remove_constant_only,20,5.21253952548158,6.948700087822371,-1.7361605623407916,5.21253952548158,5.21253952548158,6.948700087822371,1.7361605623407916,-2.028804655092477,-2.431493547184621,True,False,True,over_predicted
COc1ccc(cc1)C2=C(Cc3ccc(\C=C\C(=O)O)cc3)c4ccc(O)cc4OC2=O,primary_remove_constant_only,20,8.42021640338319,6.691870221003798,1.7283461823793915,8.42021640338319,8.42021640338319,6.691870221003798,1.7283461823793915,2.0196730973401373,2.3596077703144207,True,False,True,under_predicted
